Row Label,County,Eddie Yoon,Charles W. Johnson
EVERETT  75,SN,49,109
KENWOOD,SN,57,176
ELFIN,SN,37,102
KENNARD,SN,62,147
ROBINHOOD,SN,53,153
EDMONDS 14,SN,58,137
HAINES,SN,50,215
SPENCER(*),SN,0,0
HILTONS LAKE,SN,67,194
TUCKER,SN,80,183
EVERETT  39,SN,66,155
EVERETT  38,SN,20,42
BEVERLY,SN,61,181
EVERETT  36,SN,66,138
KNOX,SN,3,12
MARINER,SN,60,150
EVERETT  33,SN,77,244
EVERETT  32,SN,67,178
EVERETT  31,SN,49,119
EVERETT  30,SN,82,207
EDMONDS 39,SN,81,262
EVERETT  41,SN,63,131
EDMONDS 33,SN,60,176
EDMONDS 32,SN,65,188
EDMONDS 31,SN,80,205
EDMONDS 30,SN,75,145
EDMONDS 37,SN,57,199
EDMONDS 36,SN,53,201
PACIFIC,SN,23,42
EDMONDS 34,SN,53,223
TRONSON,SN,42,142
LAKE STEVENS 28,SN,65,175
LAKE STEVENS 26,SN,46,87
LAKE STEVENS 27,SN,41,98
LAKE STEVENS 24,SN,42,147
LAKE STEVENS 25,SN,16,56
LAKE STEVENS 22,SN,67,143
LAKE STEVENS 23,SN,57,132
LAKE STEVENS 20,SN,84,178
LAKE STEVENS 21,SN,78,224
ARLINGTON 18,SN,0,0
ARLINGTON 16,SN,44,127
ARLINGTON 15,SN,31,65
ARLINGTON 14,SN,59,141
VINE,SN,64,157
ARLINGTON 12,SN,52,139
ARLINGTON 11,SN,31,102
ARLINGTON 10,SN,98,232
PELLERIN,SN,66,166
KOKANEE,SN,35,105
TIMBER,SN,0,0
EVERGREEN,SN,47,115
PIPELINE,SN,70,168
CREEK,SN,85,221
EVERETT  69,SN,52,170
LYNNWOOD  7,SN,71,225
WALNUT,SN,50,131
STANWOOD 1,SN,41,86
STANWOOD 3,SN,50,139
MONROE  2,SN,96,188
MONROE  5,SN,93,225
PINEWOOD,SN,75,169
MONROE  7,SN,66,184
STANWOOD 6,SN,43,126
MONROE  9,SN,71,196
MONROE  8,SN,44,108
CLOVER,SN,58,140
COHO,SN,26,81
OWEN,SN,48,168
MARYSVILLE 47,SN,77,159
FERN,SN,26,64
LYNNWOOD  5,SN,49,94
LYNNWOOD  4,SN,64,132
MUKILTEO 21,SN,42,123
MUKILTEO 20,SN,109,208
LYNNWOOD  1,SN,37,86
LYNNWOOD  3,SN,55,168
POND,SN,62,177
ATLAS,SN,79,225
LYNNWOOD  9,SN,74,202
LYNNWOOD  8,SN,62,119
SPADA(*),SN,0,0
BRIER 8,SN,53,133
MILL CREEK 21,SN,33,98
MILL CREEK 20,SN,53,153
MILL CREEK 22,SN,49,117
BRIER 3,SN,90,284
BRIER 2,SN,52,148
BRIER 1,SN,51,215
OVERLOOK,SN,90,229
BRIER 7,SN,58,156
BRIER 6,SN,53,139
BRIER 5,SN,62,263
BRIER 4,SN,84,194
MUKILTEO 12,SN,105,269
POPLAR,SN,38,103
FOUR CORNERS,SN,66,186
KACKMAN,SN,52,140
PILOT,SN,51,213
MUKILTEO  5,SN,114,254
MUKILTEO  4,SN,41,161
MUKILTEO  7,SN,52,157
MUKILTEO  6,SN,81,208
MUKILTEO  1,SN,72,269
MUKILTEO  3,SN,39,183
OHLDE,SN,73,170
MARYSVILLE 49,SN,50,144
MUKILTEO  9,SN,81,168
MUKILTEO  8,SN,45,158
COVE,SN,72,154
SILVER LAKE,SN,69,162
JORDAN TRAILS,SN,38,109
SOUTH LAKE STEVENS,SN,56,216
WINTER LAKE,SN,47,111
SUNDAY LAKE,SN,67,271
HAPPY VALLEY,SN,50,122
TUALCO,SN,56,136
RIDGEVIEW,SN,45,79
WINDSONG,SN,71,145
LAKE STEVENS 17,SN,87,162
MISTY,SN,78,198
LAKE STEVENS 15,SN,94,211
REES,SN,34,73
LAKE STEVENS 13,SN,64,171
LAKE STEVENS 12,SN,62,134
LAKE STEVENS 11,SN,58,108
LAKE STEVENS 10,SN,72,174
ROYAL,SN,101,249
LAKE STEVENS 19,SN,87,188
LAKE STEVENS 18,SN,71,151
MANORDALE,SN,72,155
POPPY,SN,41,112
CLEARVIEW,SN,91,212
LIND,SN,74,175
HAMPTON,SN,65,194
PARKSHORE,SN,41,158
MILL CREEK 10,SN,56,137
DUBUQUE,SN,70,169
IVERSON,SN,45,121
KEELER,SN,63,133
MILL CREEK 13,SN,73,157
MARTHA LAKE,SN,80,189
PARK PLACE,SN,26,73
BLUFF,SN,68,193
SISCO,SN,71,214
THOMAS CREEK,SN,61,158
TULALIP 3,SN,74,172
OLNEY,SN,73,187
TULALIP 1,SN,69,200
TULALIP 6,SN,45,78
TULALIP 4,SN,83,182
TULALIP 5,SN,40,130
EVERETT  60,SN,70,161
EVERETT  61,SN,17,33
EVERETT  62,SN,48,125
EVERETT  63,SN,67,119
SHOECRAFT,SN,78,215
EVERETT  65,SN,62,161
EVERETT  66,SN,65,172
EVERETT  67,SN,73,137
EVERETT  68,SN,103,211
ROSE,SN,53,144
LAKE,SN,87,239
HIPOINT,SN,52,107
MILL CREEK  3,SN,39,128
MILL CREEK  2,SN,41,180
MILL CREEK  1,SN,79,245
MILL CREEK  7,SN,3,18
MILL CREEK  6,SN,78,267
MILL CREEK  5,SN,71,278
MILL CREEK  4,SN,58,149
HEARTHSTONE,SN,59,129
MILL CREEK  9,SN,72,186
MILL CREEK  8,SN,85,248
CLIFF,SN,66,118
MARYSVILLE 54,SN,68,209
MARYSVILLE 55,SN,50,123
HEMLOCK,SN,96,238
MARYSVILLE 53,SN,52,118
BROCKLIN,SN,68,192
MARYSVILLE 51,SN,27,84
COUNTRY,SN,55,114
WITHERS,SN,101,209
PIONEER,SN,90,151
ELWOOD,SN,75,175
PEAK,SN,3,10
HOLLY,SN,69,201
CHAIN LAKE,SN,86,242
BRYANT,SN,37,69
WOODWAY 1,SN,54,204
WOODWAY 2,SN,41,129
MUKILTEO  2,SN,82,301
KENSINGTON,SN,27,110
FALLS,SN,6,28
HILL,SN,64,145
VILLAGE,SN,101,261
MARYSVILLE 36,SN,51,137
SHELTON,SN,93,235
PACKWOOD,SN,31,110
POST,SN,93,162
BOULDER,SN,87,258
HUNT(*),SN,0,0
FIRGROVE,SN,57,130
RICHLAND,SN,32,61
FLORENCE,SN,28,81
MC DONALD,SN,45,141
NORTH CREEK,SN,72,151
EVERETT  70(*),SN,0,0
GREENWOOD,SN,77,197
CRAWFORD,SN,24,52
HAVEN,SN,71,216
LYNNWOOD 30,SN,100,180
LYNNWOOD 31,SN,39,108
LYNNWOOD 33,SN,96,165
LYNNWOOD 34,SN,41,90
MALTBY,SN,88,182
STONE GATE,SN,63,138
MARYSVILLE 45,SN,85,226
BOSTIAN,SN,49,140
SILER,SN,43,118
MAPLEWOOD,SN,53,178
MOUNTLAKE TERRACE 19,SN,85,170
MOUNTLAKE TERRACE 18,SN,74,164
MOUNTLAKE TERRACE 17,SN,111,213
MOUNTLAKE TERRACE 16,SN,62,109
MOUNTLAKE TERRACE 15,SN,50,156
MOUNTLAKE TERRACE 14,SN,72,188
MOUNTLAKE TERRACE 13,SN,89,175
MOUNTLAKE TERRACE 12,SN,72,152
MOUNTLAKE TERRACE 11,SN,74,144
MOUNTLAKE TERRACE 10,SN,85,253
ARLINGTON  8,SN,56,193
ARLINGTON  9,SN,57,213
ARLINGTON  4,SN,109,275
EVERETT   1,SN,69,200
ARLINGTON  6,SN,65,207
ASH,SN,120,208
EDMONDS 43,SN,83,224
ARLINGTON  1,SN,45,180
ARLINGTON  2,SN,51,128
ARLINGTON  3,SN,65,139
SHADOW WOOD,SN,74,170
HUCKLEBERRY,SN,27,106
SHORTS,SN,84,244
PIONEER TRAILS,SN,56,180
CREEKSIDE,SN,54,132
LYNNWOOD 29,SN,98,232
EVERETT  28,SN,53,128
EVERETT  29,SN,47,135
ARLINGTON  5,SN,74,255
EVERETT  24,SN,83,162
EVERETT  25,SN,55,144
PETERSON,SN,65,248
EVERETT  27,SN,84,167
EVERETT  20,SN,74,152
EVERETT  21,SN,98,217
EVERETT  22,SN,70,139
EVERETT  23,SN,14,36
EVERETT  18,SN,100,206
ARLINGTON  7,SN,78,231
ADMIRALTY,SN,60,116
EDMONDS 49,SN,52,180
GLEN ACRES(*),SN,0,0
EDMONDS 47,SN,35,110
EDMONDS 44,SN,57,201
EVERETT  89,SN,66,124
EDMONDS 42,SN,55,151
LAKE STEVENS  6,SN,82,176
WOODGATE,SN,57,86
EDMONDS 41,SN,45,153
EVERETT  86,SN,67,153
THOMPSON,SN,83,223
BUTTERNUT,SN,63,194
MONROE  4,SN,70,210
EVERETT  82,SN,53,123
STILLAGUAMISH,SN,36,76
BOTHELL 31,SN,72,202
BOTHELL 33,SN,60,172
GLENWOOD,SN,43,141
BOTHELL 35,SN,59,154
BOTHELL 34,SN,69,212
BOTHELL 37,SN,79,243
BOTHELL 36,SN,74,162
BOTHELL 39,SN,51,146
BOTHELL 38,SN,67,180
ALDERCREST,SN,11,40
MC FARLAND,SN,78,200
QUEENS,SN,87,157
EVERETT  91,SN,43,135
LUPINE,SN,48,151
EVERETT  93,SN,53,100
HAZEL,SN,85,228
EVERETT  95,SN,46,69
EVERETT  94,SN,58,84
OAKS,SN,97,198
GIBSON,SN,78,98
HIGH ROCK,SN,59,161
BEECHER,SN,67,214
BERKSHIRE,SN,76,278
PORTAGE,SN,24,86
STICKNEY,SN,89,168
MARYSVILLE 50,SN,76,175
STOCK SHOW,SN,40,91
HENNING,SN,83,256
PILCHUCK RIVER,SN,6,15
MILL,SN,63,222
WOODS CREEK,SN,52,158
LOMA,SN,57,171
WILLOWDALE,SN,95,181
MARYSVILLE 18,SN,77,233
MARYSVILLE 19,SN,74,143
MARYSVILLE 12,SN,71,187
MARYSVILLE 13,SN,50,149
MARYSVILLE 10,SN,61,122
MARYSVILLE 11,SN,106,227
MARYSVILLE 16,SN,68,248
OSBORN,SN,61,164
SUNRISE,SN,41,194
MARYSVILLE 15,SN,61,188
MEADOW,SN,56,156
LAKE STEVENS 16,SN,63,124
SLIVER(*),SN,0,0
ROOSEVELT,SN,39,95
LAKE STEVENS 14,SN,54,181
RAINIER,SN,33,106
DOUGLAS FIRS,SN,61,154
TROMBLEY,SN,71,169
RUGGS LAKE,SN,75,205
EVERETT   6,SN,67,111
EVERETT   7,SN,43,74
LAKE GOODWIN,SN,97,293
EVERETT   5,SN,77,136
EVERETT   2,SN,67,171
EVERETT   3,SN,58,134
SHELBY,SN,49,153
MAGNOLIA,SN,61,132
WHEELER,SN,54,180
VALMONT,SN,38,112
EDMONDS 13,SN,73,239
EVERETT   8,SN,69,140
EVERETT   9,SN,96,261
GETCHELL,SN,49,178
ARLINGTON 17(*),SN,0,0
SEXTON,SN,83,221
EDMONDS 15,SN,68,141
RIVERCREST,SN,46,125
LYNNWOOD  2,SN,44,144
STAR CREEK,SN,36,115
EDMONDS 19,SN,103,188
CASSIDY,SN,63,188
EDMONDS 18,SN,73,184
TRANGEN,SN,58,176
WOODRIDGE,SN,91,246
MACHIAS,SN,103,257
FIRTREE,SN,55,152
SNOHOMISH 10,SN,32,89
EAST SHORE,SN,64,188
ALMA,SN,7,26
CASCADIAN,SN,87,216
ALDER,SN,76,149
EDMONDS 46,SN,118,328
LYNNWOOD 32(*),SN,0,0
INDEX,SN,12,38
EDMONDS 45,SN,63,165
LYNNWOOD 22,SN,51,120
JORDAN BRIDGE,SN,20,49
WELLINGTON,SN,88,272
FREEWAY,SN,57,206
SHORE,SN,82,201
LYNNWOOD 20,SN,67,160
EDMONDS 40,SN,68,183
SILVANA,SN,45,134
LYNNWOOD 26,SN,88,166
EVERETT  55,SN,25,44
EVERETT  54,SN,53,165
EVERETT  57,SN,76,160
EVERETT  56,SN,74,136
EVERETT  51,SN,46,174
EVERETT  50,SN,68,163
EVERETT  53,SN,45,195
EVERETT  52,SN,62,157
SAMOEA,SN,82,185
STORM LAKE,SN,60,279
EVERETT  59,SN,69,119
EVERETT  58,SN,5,23
EDMONDS 11,SN,82,224
EDMONDS 10,SN,68,257
EVERETT  72,SN,48,75
EDMONDS 12,SN,43,123
MOUNTLAKE TERRACE  8,SN,74,153
MOUNTLAKE TERRACE  9,SN,36,123
EDMONDS 17,SN,58,173
EDMONDS 16,SN,69,128
MOUNTLAKE TERRACE  4,SN,40,140
MOUNTLAKE TERRACE  5,SN,73,156
MOUNTLAKE TERRACE  6,SN,61,113
MOUNTLAKE TERRACE  7,SN,54,80
MOUNTLAKE TERRACE  1,SN,70,154
MOUNTLAKE TERRACE  2,SN,75,146
MOUNTLAKE TERRACE  3,SN,63,146
LYNNWOOD 28,SN,53,96
WELANGDON,SN,10,10
RONCREST,SN,28,81
PANTHER CREEK,SN,66,198
HIGH BRIDGE,SN,107,274
EDMONDS  6,SN,76,264
AVALON,SN,42,81
MINOR,SN,65,206
KETCHUM,SN,72,170
PUGET,SN,41,169
HAT ISLAND,SN,4,23
ANN,SN,58,153
EDMONDS  5,SN,65,117
WOODLAND,SN,45,93
DARRINGTON,SN,66,208
NORTHROAD,SN,81,239
NEWTON,SN,66,115
NEWBERG,SN,38,165
FAIRVIEW,SN,48,150
SLEEPY HOLLOW,SN,73,164
MARYSVILLE 52,SN,94,217
STANBY,SN,15,55
MARYSVILLE 27,SN,92,213
BOEING,SN,65,135
MANOR,SN,62,172
SANDMAN,SN,46,133
WEST FORK,SN,16,71
SKYKOMISH,SN,28,56
LOCHSLOY,SN,78,254
AIRPARK,SN,22,45
WALLACE,SN,40,131
EDMONDS 29,SN,85,204
FIRCREST,SN,34,144
PICNIC POINT,SN,40,165
FIELD,SN,70,171
HARTFORD,SN,45,83
YORK,SN,117,170
MARKS,SN,76,190
BOSWORTH,SN,102,208
GREGORY,SN,60,147
NORTH FORK,SN,33,99
MORNING RISE,SN,73,170
BOTHELL 32,SN,46,143
MEADOWDALE,SN,54,174
PARADISE,SN,57,228
MARYSVILLE 28,SN,33,124
WINGATE,SN,78,193
MARYSVILLE  9,SN,27,84
MARYSVILLE  8,SN,80,153
LAKEWOOD,SN,63,169
MARYSVILLE  1,SN,46,123
MARYSVILLE  3,SN,98,184
MARYSVILLE  2,SN,31,81
MARYSVILLE  5,SN,92,230
MARYSVILLE  4,SN,59,139
MARYSVILLE  7,SN,46,114
MARYSVILLE  6,SN,56,131
EVERETT  11,SN,73,214
LARCH,SN,63,169
EVERETT  13,SN,81,111
EVERETT  12,SN,76,127
EVERETT  15,SN,77,142
EVERETT  14,SN,70,147
EVERETT  17,SN,42,92
EVERETT  16,SN,62,125
EVERETT  19,SN,65,151
SEATTLE HILL,SN,53,163
WHALEBACK,SN,5,12
EDMONDS 51,SN,69,194
EDMONDS 50,SN,68,116
EDMONDS 52,SN,62,157
SULTAN 1,SN,59,206
SULTAN 3,SN,60,171
SULTAN 2,SN,63,157
SULTAN 4,SN,55,139
MERIDIAN,SN,77,195
BROOK,SN,84,215
SILVANA TERRACE,SN,57,127
MARION,SN,61,155
MUKILTEO 13,SN,68,202
HILLMAN,SN,54,164
EASTMONT,SN,48,139
MARYSVILLE 46,SN,89,237
EVERETT  88,SN,57,179
CRYSTAL,SN,74,167
BATTERY,SN,48,138
EVERETT  87,SN,54,96
EVERETT  84,SN,29,40
EVERETT  85,SN,60,115
BEAR CREEK,SN,62,133
EVERETT  83,SN,70,129
EVERETT  80,SN,102,178
EVERETT  81,SN,46,84
SUMMIT,SN,59,172
LAKE HOWARD,SN,53,200
Total,SN,46810,120384
TYEE,SN,92,150
EVERETT  92,SN,2,2
MILLARD,SN,39,109
MEADOWCREST,SN,82,170
TULALIP 2,SN,67,164
OLIVIA,SN,6,26
PUGET PARK,SN,53,163
SPRUCE,SN,40,106
RAILROAD,SN,63,114
HIWAY,SN,12,17
EDMONDS  2,SN,53,224
EDMONDS  3,SN,70,236
OUTLOOK,SN,58,185
EDMONDS  1,SN,51,213
EDGECOMB,SN,57,168
EDMONDS  7,SN,88,252
EDMONDS  4,SN,53,206
FILBERT,SN,93,214
EDMONDS  8,SN,82,280
EDMONDS  9,SN,49,144
WANDERING CREEK,SN,70,215
SNOCADE,SN,77,280
MARYSVILLE 26,SN,62,209
MARYSVILLE 25,SN,43,103
MARYSVILLE 24,SN,54,167
MARYSVILLE 23,SN,94,252
TERRACE,SN,14,40
MARYSVILLE 21,SN,91,296
MARYSVILLE 20,SN,62,182
VALLEY,SN,20,59
LUDWIG,SN,57,172
MARYSVILLE 29,SN,33,109
CRYSTAL CREEK,SN,51,98
GROVE,SN,75,215
JIM CREEK,SN,79,247
GRANNIS,SN,63,173
RIVERVIEW,SN,68,196
EVERETT  64,SN,44,72
ROWLAND,SN,56,111
LANTERN,SN,65,189
STITCH,SN,19,64
WINDROSE,SN,107,236
WENBERG,SN,66,179
SNOHOMISH  2,SN,64,123
SNOHOMISH  3,SN,72,157
SNOHOMISH  1,SN,97,189
SNOHOMISH  6,SN,50,134
SNOHOMISH  7,SN,76,194
SNOHOMISH  4,SN,68,181
SNOHOMISH  5,SN,102,231
LAURA,SN,89,214
SNOHOMISH  8,SN,86,269
SNOHOMISH  9,SN,42,115
SUNNYSIDE,SN,23,53
EVERETT  37,SN,85,148
CATHCART,SN,44,134
PENNANT,SN,92,236
EVERETT  35,SN,71,169
KAYAK,SN,61,165
EVERETT  34,SN,41,127
TRAIL,SN,32,96
WOODSHIRE,SN,58,154
ROB,SN,47,133
MERWIN,SN,35,134
OSO,SN,55,107
OLDMARK,SN,121,219
BOTHELL 40,SN,66,230
BOTHELL 41,SN,78,216
BOTHELL 42,SN,87,239
BOTHELL 43,SN,46,149
BOTHELL 44,SN,51,155
BURN HILL,SN,58,217
BOTHELL 46,SN,56,188
BOTHELL 47,SN,67,202
EMERALD,SN,76,164
GRAND FIRS,SN,91,229
EVERETT  48,SN,53,140
EVERETT  49,SN,75,216
EVERETT  42,SN,58,123
EVERETT  43,SN,34,111
EVERETT  40,SN,34,81
WILLOW,SN,52,149
EVERETT  46,SN,60,122
EVERETT  47,SN,72,166
EVERETT  44,SN,46,115
EVERETT  45,SN,60,130
EBEY,SN,5,22
EVERETT  26,SN,99,250
CYPRESS,SN,81,179
SYLVAN,SN,9,6
EDMONDS 24,SN,54,150
EDMONDS 25,SN,77,171
EDMONDS 26,SN,56,143
EDMONDS 27,SN,60,160
EDMONDS 21,SN,95,269
EDMONDS 22,SN,52,211
EDMONDS 23,SN,74,264
WELCH,SN,92,214
JORDAN,SN,135,261
HIGHLAND,SN,49,149
EDMONDS 28,SN,71,199
FAIRWOOD,SN,47,78
SILVER CREEK,SN,55,137
TRAFTON,SN,48,137
MARYSVILLE 48,SN,60,134
JEFFERSON,SN,47,130
FERNWOOD,SN,73,157
EDMONDS 35,SN,44,175
THRASHERS,SN,77,138
HILLTOP,SN,80,231
TURNER,SN,101,276
HOLIDAY,SN,29,94
CHAPEL,SN,56,131
EDMONDS 48,SN,70,181
KENTISH,SN,59,130
EDMONDS 38,SN,57,258
TOTEM FALLS,SN,94,266
KATTENHORN,SN,113,241
CEDARHOME,SN,66,188
CASCADE,SN,67,108
MARSH,SN,109,208
CENTENNIAL,SN,100,251
TOWER,SN,66,181
MONROE 12,SN,42,131
VILLE,SN,23,68
MONROE 10,SN,74,191
MONROE 11,SN,19,79
GRANITE FALLS 3,SN,17,87
GRANITE FALLS 2,SN,71,225
GRANITE FALLS 1,SN,81,184
LOCUST,SN,70,180
OLYMPUS,SN,64,145
SUNSET,SN,114,220
DOGWOOD,SN,59,128
SOUTH ALDERWOOD,SN,116,208
DALE,SN,94,164
SERENE,SN,59,176
REDHAWK,SN,86,217
JEFF,SN,68,132
ALICIA,SN,80,197
HILLSIDE,SN,37,75
POINTE,SN,9,35
ARMSTRONG,SN,48,159
STRAWBERRY,SN,95,174
MARYSVILLE 33(*),SN,0,0
NORMA,SN,85,128
DUMAS,SN,60,180
GOLD BAR 2,SN,47,142
GOLD BAR 1,SN,48,151
GLENBAR,SN,65,134
FOREST,SN,102,166
SAUK,SN,18,89
EMANDER,SN,93,160
PILCHUCK,SN,62,152
ARLINGTON 13,SN,84,231
HEIGHTS,SN,63,189
DAMSON,SN,82,231
TAMBARK,SN,69,166
ECHO LAKE,SN,103,233
MADISON,SN,104,228
EVERETT  10,SN,79,99
GATEWAY,SN,84,191
LYNNWOOD 18,SN,74,166
LYNNWOOD 19,SN,73,171
MARYSVILLE 14,SN,99,230
LYNNWOOD 12,SN,78,173
LYNNWOOD 13,SN,58,130
LYNNWOOD 10,SN,41,88
LYNNWOOD 11,SN,98,141
LYNNWOOD 16,SN,67,152
LYNNWOOD 17,SN,100,204
LYNNWOOD 14,SN,51,143
LYNNWOOD 15,SN,66,123
