Row Label,County,Charles W. Johnson,Eddie Yoon,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SHL 32-3363,KI,92,28,373,44,164,0,0
KEN 33-3362,KI,98,35,365,41,174,0,0
BEL 41-2719,KI,168,58,520,63,289,0,0
SEA 46-1400,KI,121,34,425,64,221,0,2
SEA 46-1401,KI,177,52,686,81,311,0,1
SEA 32-3568,KI,184,89,849,108,383,1,1
SEA 46-1404,KI,111,47,441,58,217,0,1
SEA 36-2518,KI,141,36,425,68,246,0,1
SEA 36-2512,KI,214,38,505,77,331,0,2
SEA 36-2513,KI,167,36,434,98,301,0,0
SEA 36-2510,KI,137,28,352,56,221,0,0
SEA 36-2511,KI,176,36,430,99,311,0,0
SNQ 05-3633,KI,79,30,404,56,166,0,1
SEA 36-2517,KI,227,52,613,103,382,0,0
SEA 36-2514,KI,116,20,298,54,193,0,3
SEA 36-2515,KI,124,35,361,74,233,0,0
SEA 37-1619,KI,139,59,449,57,256,0,1
SEA 37-1618,KI,126,28,389,33,188,0,1
SEA 37-1613,KI,136,18,292,46,200,0,0
SEA 37-1612,KI,122,24,288,45,191,0,0
SEA 37-1611,KI,118,30,289,43,191,0,0
SEA 37-1610,KI,146,18,331,42,206,0,0
SEA 37-1617,KI,130,35,323,36,201,0,0
KLAHANIE,KI,121,55,468,88,264,0,0
SEA 37-1615,KI,136,24,343,44,205,0,1
SEA 37-1614,KI,98,22,260,35,155,0,0
SEA 36-1732,KI,175,27,449,76,278,0,0
SEA 36-1731,KI,133,32,404,65,230,0,0
SEA 36-1730,KI,140,22,385,60,222,0,0
SEA 36-1737,KI,102,30,416,60,193,0,1
SEA 36-1736,KI,124,26,341,57,209,0,2
SEA 36-1735,KI,97,20,252,43,160,0,0
SEA 36-1734,KI,149,50,497,87,286,0,0
SEA 36-1739,KI,133,16,309,57,207,0,1
SEA 36-1738,KI,114,15,295,59,190,0,2
KEN 05-3462,KI,0,0,0,0,0,0,0
SEA 37-1576,KI,111,45,435,30,186,0,0
SEA 37-1574,KI,100,39,417,39,179,0,1
SEA 37-1575,KI,51,32,377,40,124,0,1
SEA 37-1572,KI,111,22,307,46,180,0,1
SEA 37-1570,KI,156,66,659,82,304,0,0
SEA 37-1571,KI,159,30,432,58,250,0,3
SEA 37-1578,KI,83,51,413,37,172,0,1
SEA 37-1579,KI,61,28,247,19,108,0,0
BITTERROOT,KI,140,44,483,76,262,0,2
SEA 43-1818,KI,121,20,295,54,196,0,1
SEA 43-1819,KI,181,26,457,96,303,0,0
SEA 43-1817,KI,68,23,264,42,134,0,1
SEA 43-2059,KI,163,26,424,63,252,0,0
BUR 34-0344,KI,152,48,420,98,301,0,3
NEW 41-0878,KI,177,69,630,82,328,0,0
KIR 01-2457,KI,233,58,709,84,376,0,1
KIR 48-3401,KI,178,57,632,105,342,0,2
ROYAL,KI,102,24,320,37,163,0,0
PAC 30-2856,KI,131,58,686,39,230,0,2
BUR 34-0699,KI,280,82,823,124,489,0,3
HORSESHOE,KI,162,40,490,85,289,0,2
RED 45-2638,KI,124,44,442,66,235,0,1
SHL 32-0898,KI,110,26,295,41,177,0,0
BURTON,KI,83,25,241,54,163,0,1
SHL 32-0895,KI,101,57,484,59,218,0,1
SEA 43-1343,KI,140,13,355,61,215,0,1
KIR 48-0628,KI,195,73,664,87,356,0,1
KIR 48-0629,KI,217,56,587,71,344,0,0
M-I 41-2465,KI,101,35,330,72,208,0,0
ELECTIONS OFFICE,KI,0,1,9,0,1,0,0
SAM 41-2491,KI,189,65,707,110,367,0,3
SEA 36-1298,KI,161,33,337,50,246,0,2
TUK 11-2453,KI,82,46,510,52,180,0,0
M-V 05-3536,KI,123,58,572,94,275,0,0
EXCALIBUR,KI,123,41,403,59,226,0,3
KIR 48-2920,KI,83,39,381,67,189,0,0
TUK 11-1164,KI,148,77,660,85,312,0,2
SET 33-3074,KI,139,62,456,57,260,0,2
TUK 11-1166,KI,90,41,443,33,165,0,1
TUK 11-1167,KI,2,0,6,2,4,0,0
SEA 43-2549,KI,200,59,718,79,339,0,1
BEL 41-0175,KI,221,83,815,107,415,0,4
BEL 41-0176,KI,169,50,593,73,292,0,0
SEA 37-1590,KI,142,25,294,60,228,0,1
BEL 41-0179,KI,84,27,338,37,148,0,0
BEL 41-3371,KI,155,47,677,93,296,0,1
BEL 41-3370,KI,196,69,812,110,377,0,2
SEA 37-1594,KI,188,58,761,96,343,0,1
SEA 37-1596,KI,140,53,497,66,260,0,1
SEA 43-2542,KI,96,20,275,29,146,0,1
NPK 33-0857,KI,268,79,684,133,483,0,3
NPK 33-0854,KI,162,61,436,78,302,0,1
NPK 33-0855,KI,112,30,390,89,231,0,0
NPK 33-0852,KI,155,44,442,97,296,0,0
NPK 33-0853,KI,136,42,338,65,243,0,0
NPK 33-0851,KI,172,55,525,108,338,1,2
AUB 47-2551,KI,176,84,824,70,332,0,2
ELSOM,KI,200,52,586,101,353,0,0
SEA 46-2366,KI,125,35,451,79,241,0,2
BUR 33-0476,KI,204,81,764,92,378,0,1
CONNAUGHT,KI,166,73,615,94,337,0,4
AUB 47-3538,KI,212,67,719,87,366,0,0
AUB 47-3539,KI,127,55,436,61,245,0,2
GLASGOW,KI,122,57,601,75,255,0,1
ALPINE,KI,164,48,564,112,324,0,0
SAM 41-0909,KI,243,75,831,124,445,0,3
DES 33-2637,KI,114,58,499,48,221,0,1
CEDAR RIVER,KI,147,33,481,76,259,0,3
RNT 11-3162,KI,62,17,209,26,106,0,1
SEA 34-1410,KI,72,34,240,50,156,0,0
SEA 34-1411,KI,119,20,307,58,197,0,0
COALFIELD,KI,211,81,713,103,396,0,1
SEA 34-1413,KI,171,49,533,98,319,0,1
SEA 34-1414,KI,91,16,239,58,165,0,0
SEA 34-1415,KI,144,43,406,59,247,0,1
SEA 34-1416,KI,150,26,394,57,235,0,2
KEN 47-3300,KI,125,58,527,70,254,0,1
SEA 34-1418,KI,120,25,299,51,196,0,0
SEA 34-1419,KI,243,57,694,118,418,0,0
SEA 43-2052,KI,69,35,445,39,143,0,0
SAM 45-0536,KI,229,65,758,148,444,0,2
FALL CITY,KI,140,45,520,90,275,0,0
WOD 45-0926,KI,209,72,859,87,370,0,2
BRONSON,KI,299,63,785,137,499,0,0
BEL 41-1026,KI,184,73,652,66,323,0,0
SEA 46-1980,KI,146,23,381,88,257,0,0
FAIRMONT GLEN,KI,155,50,497,70,277,0,2
RNT 11-3555,KI,120,36,477,63,219,0,0
WALLACE,KI,104,47,454,43,194,0,0
SWAN LAKE,KI,195,72,684,111,378,0,0
KIR 45-2931,KI,105,43,409,42,191,0,1
KIR 45-2933,KI,99,27,350,41,167,0,0
KIR 45-2932,KI,140,63,472,62,266,0,1
MUCKLESHOOT,KI,26,17,395,11,54,0,0
RED 48-3415,KI,87,30,327,43,160,0,0
SEA 43-2109,KI,110,42,478,56,212,0,4
BEL 41-2945,KI,176,45,548,75,296,0,0
BEL 41-2943,KI,245,63,828,125,434,0,1
SEA 37-1884,KI,265,48,643,71,385,0,1
SHL 32-0368,KI,103,28,309,47,178,0,0
SEA 46-2379,KI,193,41,542,95,332,0,3
SEA 46-2378,KI,132,30,322,50,212,0,0
BEL 48-0223,KI,169,35,435,82,286,0,0
BEL 48-0221,KI,164,63,617,77,304,0,0
BEL 48-0227,KI,190,57,662,78,326,0,1
BEL 48-0226,KI,113,26,315,48,187,0,0
BEL 48-0225,KI,149,38,464,77,264,0,0
BEL 48-0224,KI,199,62,636,96,358,0,1
BUR 34-1064,KI,195,67,589,91,358,0,5
KEN 47-2568,KI,227,76,866,97,403,0,3
SEA 11-1597,KI,214,98,909,98,410,0,0
DES 33-2416,KI,138,54,484,50,242,0,0
SEA 36-1773,KI,150,53,644,79,285,0,3
KMR 46-1171,KI,155,70,588,55,281,0,1
BOT 01-1224,KI,227,79,748,106,414,0,2
MCCOY,KI,195,48,646,122,368,0,3
BEL 48-0160,KI,67,28,268,35,130,0,0
BEL 48-0162,KI,71,30,252,34,139,1,3
BEL 48-0163,KI,122,24,365,52,198,0,0
BEL 48-0164,KI,113,25,299,24,163,0,1
BEL 48-0165,KI,144,40,384,65,250,0,1
BEL 48-0166,KI,128,35,380,49,212,0,0
BEL 41-2386,KI,104,18,279,47,169,0,0
BEL 48-0168,KI,76,24,255,34,134,0,0
BEL 48-0169,KI,121,32,361,42,195,0,0
BRITTANY,KI,184,67,592,69,321,0,1
KEN 33-3553,KI,100,46,557,48,194,0,0
SEA 46-2363,KI,116,50,380,45,213,0,2
AUB 47-3455,KI,112,51,439,66,229,0,0
SHL 32-1236,KI,79,25,268,43,148,0,1
BEL 41-2428,KI,193,55,739,103,351,0,0
BOT 01-0261,KI,211,76,634,91,378,0,0
SEA 46-2367,KI,120,51,449,58,229,0,0
SEA 46-2364,KI,106,33,355,46,185,0,0
SNQ 05-3560,KI,144,44,502,73,263,0,2
BEL 41-2812,KI,90,32,350,58,180,0,0
KMR 46-0572,KI,208,73,629,75,356,0,0
KMR 46-0573,KI,203,80,726,75,361,0,3
LFP 46-3380,KI,210,62,579,95,368,0,1
DES 33-0016,KI,109,29,281,42,180,0,0
EASTWOOD,KI,168,42,487,70,281,0,1
GREEN VALLEY,KI,117,39,370,66,223,0,1
ISS 05-0543,KI,161,56,622,94,314,0,3
SEA 37-1609,KI,156,33,414,53,242,0,0
ISS 05-0547,KI,97,31,327,62,191,0,1
ISS 05-0546,KI,62,24,220,33,121,0,2
ISS 05-0545,KI,85,21,316,63,172,0,3
ISS 05-0544,KI,160,54,647,77,295,0,4
M-V 05-0697,KI,230,59,673,96,385,0,0
NAPOLEON,KI,176,58,505,90,324,0,0
SEA 37-1607,KI,151,40,524,36,227,0,0
SEA 36-1720,KI,149,47,622,90,287,0,1
SEA 36-1721,KI,143,37,529,66,246,0,0
MORRIS,KI,181,72,736,104,359,0,2
SEA 36-1723,KI,147,33,431,69,252,0,3
SEA 36-1724,KI,116,28,315,60,207,0,3
SEA 36-1725,KI,93,40,372,56,189,0,0
SEA 36-1726,KI,124,27,387,63,214,0,0
SEA 36-1727,KI,137,29,382,70,239,0,3
KIR 45-2489,KI,168,55,559,71,295,0,1
SEA 36-1729,KI,89,14,231,42,147,0,2
M-V 05-3322,KI,89,34,382,65,189,0,1
AMES LAKE,KI,236,80,810,127,445,0,2
FAIRHAVEN,KI,235,72,808,130,439,0,2
GRIZZLY,KI,169,66,653,117,353,0,1
QUARTERMASTER,KI,121,32,342,76,229,0,0
AUB 47-0045,KI,202,76,674,73,351,0,0
SEA 36-1695,KI,191,37,475,92,320,0,0
SHL 32-0558,KI,68,32,310,38,138,0,0
BACUS,KI,165,46,443,60,271,0,0
BEL 48-3143,KI,119,26,377,55,202,0,2
AUB 30-3477,KI,43,11,203,11,65,0,0
AUB 30-3476,KI,50,17,264,19,86,0,0
MOUNT SI,KI,86,27,274,52,166,0,1
BEL 48-3144,KI,156,50,481,67,274,0,1
BEL 41-3140,KI,101,24,286,46,172,0,1
SEA 43-3230,KI,168,53,626,86,309,0,2
NEW 41-0248,KI,83,51,380,46,180,0,0
SHL 32-1053,KI,115,44,364,68,227,0,0
SEA 36-2163,KI,100,25,289,51,176,0,0
SEA 36-2162,KI,151,31,373,75,259,0,2
SEA 36-2161,KI,200,32,460,71,304,0,1
SEA 36-2167,KI,117,35,327,58,211,0,1
SEA 36-2166,KI,142,25,336,64,231,0,0
SEA 36-2165,KI,88,26,240,56,170,0,0
ROSE,KI,144,58,409,77,280,0,1
SEA 36-2168,KI,194,51,520,89,334,0,0
KIR 45-1040,KI,245,81,783,106,433,0,1
BEL 41-0206,KI,175,75,729,93,344,0,1
SHL 32-0888,KI,76,24,264,42,142,0,0
SEA 43-2544,KI,357,57,887,121,537,1,1
SEA 36-3496,KI,192,51,671,84,328,0,1
DUV 45-3481,KI,217,93,692,90,400,0,0
DOCKTON,KI,250,72,696,124,446,0,0
AUB 47-2839,KI,265,66,692,97,430,0,2
SEA 37-1907,KI,282,47,657,100,432,0,3
SEA 37-1906,KI,195,25,427,58,280,1,1
BUR 33-1189,KI,162,49,639,71,283,0,1
SEA 37-1902,KI,140,40,339,44,224,0,0
SEA 37-1901,KI,115,19,260,29,163,0,0
SEA 37-1900,KI,137,25,355,27,192,0,3
RNT 11-3575,KI,173,54,600,88,318,0,3
SAM 45-2726,KI,160,46,479,72,278,0,0
KIR 48-0615,KI,175,52,542,78,307,0,2
SAM 41-2973,KI,221,65,723,148,434,0,0
SEA 43-2547,KI,139,21,461,44,204,0,0
KEN 33-3174,KI,149,81,652,85,315,0,0
M-I 41-3655,KI,141,50,457,67,258,0,0
SHL 32-1168,KI,138,44,466,63,246,0,1
MICHAEL,KI,196,55,582,100,353,0,2
SEA 43-2546,KI,127,22,324,24,176,0,3
SEA 46-2328,KI,78,18,299,51,147,0,0
TANNER,KI,181,64,695,97,343,0,1
SNQ 05-3667,KI,106,45,451,71,224,0,2
RNT 11-3683,KI,67,23,320,38,128,0,0
SYLVAN,KI,186,88,744,62,336,0,0
SEA 43-2550,KI,100,26,342,31,157,0,0
BOT 01-3398,KI,188,69,656,93,350,0,0
SEA 37-1585,KI,141,33,358,57,233,0,2
CLEVELAND,KI,117,31,344,62,212,1,1
BEL 41-0815,KI,77,39,405,37,155,0,2
KEN 47-3579,KI,53,21,273,26,100,0,0
CROSS,KI,167,56,511,104,328,0,1
LFP 46-0734,KI,210,58,575,81,349,0,0
SEA 43-1345,KI,170,32,424,72,274,0,0
AUB 47-3456,KI,160,76,795,67,305,0,2
IDA,KI,73,30,260,43,146,0,0
DES 33-2626,KI,170,35,331,66,272,0,1
DES 33-2627,KI,133,39,347,56,229,0,1
DES 33-2625,KI,110,52,434,67,231,0,2
DES 33-2623,KI,128,30,333,67,225,0,0
CAMELOT,KI,122,42,479,47,211,0,0
KIR 01-0356,KI,283,93,816,140,516,0,0
RNT 37-3650,KI,85,49,474,69,204,0,1
SEA 43-2543,KI,98,24,313,31,153,0,0
ENM 31-0413,KI,184,55,655,124,363,0,0
RED 48-3134,KI,71,42,351,67,181,0,1
ENM 31-0410,KI,168,49,644,79,297,0,1
ENM 31-0417,KI,74,32,249,37,143,0,0
ENM 31-0416,KI,206,68,695,126,402,0,2
ENM 31-0415,KI,69,27,259,45,142,0,1
ENM 31-0419,KI,113,46,480,70,231,0,2
ENM 31-0418,KI,184,52,565,86,322,0,0
AUB 31-0058,KI,111,25,290,36,172,0,0
SEA 34-1425,KI,119,27,292,39,185,0,0
SEA 34-1424,KI,119,31,436,59,210,0,1
SEA 34-1427,KI,85,23,269,54,163,0,1
SEA 34-1426,KI,100,19,294,67,186,0,0
SEA 37-2861,KI,151,26,391,66,243,0,0
SEA 34-1420,KI,204,64,668,117,385,0,0
SEA 34-1423,KI,124,35,338,45,205,0,1
SEA 34-1422,KI,116,37,354,62,216,0,1
DES 33-2394,KI,149,53,407,68,271,0,1
DES 33-2395,KI,95,27,263,40,162,0,0
SEA 34-1429,KI,104,17,252,36,158,0,1
SEA 34-1428,KI,84,30,252,47,163,0,2
WOD 45-2734,KI,195,54,583,79,328,0,0
RNT 11-0404,KI,150,60,598,70,281,0,1
SEA 43-1348,KI,196,41,555,79,317,0,1
SEA 37-1648,KI,192,62,695,73,327,0,0
SEA 37-1629,KI,123,49,527,47,221,0,2
RED 48-3391,KI,243,74,704,86,404,0,1
LFP 46-1089,KI,176,59,554,86,321,0,0
KMR 46-3594,KI,89,34,322,31,155,0,1
KMR 46-3592,KI,111,38,396,41,190,0,0
KEN 47-3408,KI,79,32,374,30,141,0,0
SEA 37-3673,KI,194,38,563,43,277,0,2
SEA 37-3672,KI,141,34,426,50,225,0,0
FREEDOM,KI,195,83,726,98,378,0,2
KEN 47-3402,KI,183,61,669,76,322,0,2
KIR 45-2924,KI,170,50,718,99,322,0,3
ISS 05-3145,KI,230,57,895,118,406,0,1
MARGERY,KI,201,47,762,111,360,0,1
AVONDALE,KI,89,32,293,47,169,0,1
SEA 43-1776,KI,195,67,673,109,375,0,4
SEA 32-2211,KI,160,72,606,78,311,0,1
SEA 32-2210,KI,202,56,610,115,374,0,1
SEA 46-2360,KI,105,40,469,54,202,0,3
SEA 46-2361,KI,112,35,359,59,206,0,0
SEA 32-2215,KI,323,74,805,136,535,0,2
BEL 41-2429,KI,285,59,836,105,449,0,0
SEA 32-2217,KI,244,78,754,96,421,0,3
FAIRVILLE,KI,162,57,575,78,298,0,1
SEA 32-2218,KI,165,73,666,92,332,0,2
SEA 46-2369,KI,134,60,419,68,262,0,0
BUR 34-0824,KI,145,68,577,57,272,0,2
RNT 11-0539,KI,87,53,475,37,178,0,1
COV 47-3279,KI,177,51,713,112,342,1,1
BOT 45-3620,KI,38,10,149,15,63,0,0
FOREST,KI,171,63,572,79,313,0,0
DILWORTH,KI,146,45,438,86,277,0,0
SEA 43-1869,KI,177,42,465,51,270,0,0
LYNN,KI,129,26,433,59,214,0,0
ISS 05-2929,KI,175,52,562,112,341,0,2
TUK 11-3233,KI,96,38,457,44,178,0,0
BEL 48-0154,KI,94,26,258,32,157,0,5
BEL 48-0156,KI,188,76,659,89,354,0,1
BEL 48-0151,KI,126,35,409,69,232,0,2
BEL 48-0153,KI,102,21,314,37,160,0,0
MIL 30-3146,KI,188,51,659,121,361,0,1
SEA 43-3497,KI,118,35,532,65,218,0,0
BEL 48-0159,KI,166,39,533,68,273,0,0
SEA 43-1274,KI,123,37,302,54,216,0,2
RED 48-2449,KI,158,63,518,69,290,0,0
RED 48-2448,KI,182,64,544,69,316,0,1
ISS 41-2605,KI,141,35,434,64,240,0,0
ISS 41-2602,KI,171,87,817,117,379,0,4
JOVITA,KI,119,48,454,64,232,0,1
BEL 41-2556,KI,245,46,656,87,378,0,0
ISS 41-2977,KI,71,34,397,32,137,0,0
FED 30-3028,KI,125,72,510,53,250,0,0
