Row Label,County,Eddie Yoon,Charles W. Johnson
PCT 3208,SP,137,215
PCT 3209,SP,180,270
PCT 3200,SP,108,157
PCT 3201,SP,137,269
PCT 3202,SP,82,134
PCT 3203,SP,142,216
PCT 3204,SP,105,169
PCT 3205,SP,102,199
PCT 3206,SP,120,163
PCT 3207,SP,71,117
PCT 6209,SP,140,253
PCT 6208,SP,163,320
PCT 6203,SP,145,334
PCT 6202,SP,144,255
PCT 6201,SP,116,213
PCT 6200,SP,185,329
PCT 6207,SP,112,353
PCT 6206,SP,145,338
PCT 6205,SP,135,326
PCT 6204,SP,162,412
PCT 3103,SP,105,130
PCT 3102,SP,64,143
PCT 3101,SP,84,178
PCT 3100,SP,107,199
PCT 3107,SP,110,226
PCT 3106,SP,96,207
PCT 3105,SP,88,196
PCT 3104,SP,126,216
PCT 3109,SP,110,187
PCT 3108,SP,93,144
PCT 4010,SP,113,256
PCT 4011,SP,212,342
PCT 4012,SP,191,416
PCT 4013,SP,118,237
PCT 4014,SP,105,181
PCT 4015,SP,83,216
PCT 4016,SP,134,271
PCT 4017,SP,173,322
PCT 4018,SP,95,175
PCT 4019,SP,108,208
PCT 6704,SP,133,228
PCT 6702,SP,97,162
PCT 6703,SP,103,237
PCT 6700,SP,119,226
PCT 6701,SP,116,244
PCT 7008,SP,140,335
PCT 7009,SP,161,400
PCT 7006,SP,143,294
PCT 7007,SP,132,254
PCT 7004,SP,115,289
PCT 7005,SP,188,420
PCT 7002,SP,116,205
PCT 7003,SP,150,309
PCT 7000,SP,170,381
PCT 7001,SP,89,235
PCT 6023,SP,63,156
PCT 6022,SP,117,279
PCT 6021,SP,113,254
PCT 6020,SP,166,423
PCT 6027,SP,107,277
PCT 6026,SP,214,367
PCT 6025,SP,113,186
PCT 6024,SP,73,178
PCT 6029,SP,133,246
PCT 6028,SP,94,223
PCT 4449,SP,66,186
PCT 3328,SP,136,231
PCT 4443,SP,79,151
PCT 4442,SP,91,197
PCT 4441,SP,97,205
PCT 4440,SP,137,280
PCT 4447,SP,74,125
PCT 4446,SP,81,168
PCT 4445,SP,99,256
PCT 4444,SP,125,307
Total,SP,39200,81062
PCT 7301,SP,86,215
PCT 7300,SP,109,232
PCT 7302,SP,110,176
PCT 4407,SP,134,273
PCT 4406,SP,112,274
PCT 4405,SP,131,334
PCT 4404,SP,138,319
PCT 4403,SP,155,294
PCT 4402,SP,147,239
PCT 4401,SP,155,296
PCT 4400,SP,128,252
PCT 4409,SP,206,386
PCT 4408,SP,162,352
PCT 3219,SP,73,292
PCT 3218,SP,112,327
PCT 3213,SP,136,300
PCT 3212,SP,80,220
PCT 3211,SP,131,223
PCT 3210,SP,100,235
PCT 3217,SP,140,324
PCT 3216,SP,173,335
PCT 3215,SP,87,144
PCT 3214,SP,122,256
PCT 4300,SP,105,211
PCT 4301,SP,69,136
PCT 4302,SP,142,244
PCT 4303,SP,109,287
PCT 4304,SP,79,189
PCT 4305,SP,86,167
PCT 4306,SP,145,257
PCT 4307,SP,36,44
PCT 9500,SP,31,107
PCT 4003,SP,178,387
PCT 4002,SP,106,278
PCT 4001,SP,102,202
PCT 4007,SP,124,184
PCT 4006,SP,156,351
PCT 4005,SP,143,209
PCT 4004,SP,146,297
PCT 4009,SP,148,242
PCT 4008,SP,98,201
PCT 6302,SP,96,173
PCT 6303,SP,202,355
PCT 6300,SP,173,458
PCT 6301,SP,165,413
PCT 6306,SP,159,207
PCT 6307,SP,74,141
PCT 6304,SP,154,383
PCT 6305,SP,84,170
PCT 6308,SP,71,156
PCT 6309,SP,110,307
PCT 3000,SP,4,2
PCT 7011,SP,76,168
PCT 7010,SP,127,202
PCT 7013,SP,134,236
PCT 7012,SP,126,270
PCT 7015,SP,104,262
PCT 7014,SP,141,226
PCT 7017,SP,136,256
PCT 7016,SP,163,356
PCT 7019,SP,104,279
PCT 7018,SP,166,309
PCT 9300,SP,22,48
PCT 6401,SP,58,118
PCT 6400,SP,98,211
PCT 6402,SP,125,233
PCT 6016,SP,88,176
PCT 6017,SP,182,399
PCT 6014,SP,68,131
PCT 6015,SP,81,156
PCT 6012,SP,75,171
PCT 6013,SP,93,205
PCT 6010,SP,19,39
PCT 6011,SP,111,217
PCT 6018,SP,130,390
PCT 6019,SP,169,346
PCT 3318,SP,125,238
PCT 3319,SP,131,189
PCT 3316,SP,155,292
PCT 3317,SP,185,340
PCT 3314,SP,126,199
PCT 3315,SP,128,281
PCT 3312,SP,142,320
PCT 3313,SP,146,354
PCT 3310,SP,160,239
PCT 3311,SP,72,178
PCT 9008,SP,18,48
PCT 9004,SP,114,249
PCT 9005,SP,44,86
PCT 9006,SP,124,263
PCT 9007,SP,31,87
PCT 9000,SP,123,305
PCT 9001,SP,107,218
PCT 9002,SP,79,195
PCT 9003,SP,70,123
