Row Label,County,No,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Yes
SEA 46-2326,KI,97,574,17,271,0,157
SEA 46-2327,KI,62,381,17,190,0,111
SEA 46-2324,KI,76,432,10,237,0,151
SEA 43-2047,KI,99,662,20,403,0,284
SEA 46-2289,KI,57,338,16,203,0,130
SEA 46-2323,KI,103,554,13,310,0,194
SEA 46-2320,KI,109,350,11,222,0,102
SEA 46-2321,KI,63,333,8,225,0,154
SEA 37-3694,KI,4,92,4,44,0,36
SEA 43-1368,KI,34,292,7,184,0,143
SEA 34-1461,KI,117,399,12,268,0,139
SEA 36-1273,KI,64,279,12,201,0,125
SEA 34-1508,KI,98,295,12,182,0,72
SEA 34-1509,KI,75,281,4,177,0,98
SEA 34-1465,KI,86,372,12,251,0,153
SEA 34-1464,KI,100,359,11,245,0,134
SEA 34-1467,KI,110,551,22,339,0,207
SEA 34-1466,KI,56,303,10,179,0,113
SEA 34-1502,KI,84,342,9,223,0,130
SEA 34-1468,KI,95,448,16,256,0,145
SEA 34-1500,KI,125,584,21,328,0,182
SEA 34-1501,KI,98,369,11,248,0,139
SEA 34-1506,KI,52,299,19,183,0,112
SEA 34-1507,KI,85,357,14,230,0,131
SEA 34-1504,KI,86,418,20,267,0,161
SEA 46-2291,KI,55,387,10,204,0,139
SEA 43-1821,KI,43,233,8,144,0,93
SEA 43-1869,KI,44,465,12,270,0,214
SEA 46-2296,KI,73,391,14,237,0,150
SEA 46-2277,KI,110,568,15,368,0,243
SEA 43-1369,KI,45,285,7,165,0,113
SEA 43-2015,KI,73,333,15,195,0,107
SEA 37-1950,KI,22,187,2,67,0,43
SEA 34-1489,KI,113,744,13,338,2,210
SEA 34-1488,KI,86,692,15,284,0,183
SEA 34-1482,KI,56,321,12,180,0,112
SEA 34-1481,KI,68,479,11,227,0,148
SEA 34-1480,KI,117,594,15,339,0,207
SEA 34-1487,KI,72,335,8,205,0,125
SEA 34-1486,KI,63,364,7,201,0,131
SEA 34-1485,KI,85,708,23,307,0,199
SEA 34-1484,KI,62,345,10,180,0,108
SEA 36-3153,KI,40,390,14,187,0,133
SEA 46-2358,KI,144,846,29,494,0,321
SEA 37-1918,KI,47,347,10,212,0,155
SEA 37-1919,KI,61,378,11,207,0,135
SEA 37-2686,KI,57,604,26,291,0,208
SEA 36-3252,KI,79,477,11,211,0,121
SEA 37-1915,KI,64,384,13,260,0,183
SEA 37-1916,KI,64,357,21,261,0,176
SEA 37-1917,KI,90,454,10,311,0,211
SEA 37-1910,KI,78,513,18,329,0,233
SEA 37-1911,KI,76,284,11,191,0,104
SEA 46-2355,KI,106,354,18,224,0,100
SEA 37-1913,KI,46,338,7,239,0,186
SEA 37-1854,KI,49,386,7,190,0,134
SEA 43-1330,KI,54,404,11,238,0,173
SEA 43-1849,KI,22,323,9,161,0,130
SEA 37-1850,KI,92,650,9,346,0,245
SEA 37-1853,KI,21,281,7,120,0,92
SEA 43-1845,KI,40,575,9,277,0,228
SEA 43-1847,KI,39,484,14,227,0,174
SEA 43-1846,KI,23,345,5,158,0,130
SEA 43-1843,KI,33,551,17,251,0,201
SEA 43-1842,KI,49,521,36,282,0,197
SEA 43-2104,KI,70,379,13,260,0,177
SEA 43-2029,KI,127,706,22,488,0,339
SEA 46-2309,KI,55,300,15,184,0,114
SEA 46-2142,KI,127,674,18,357,0,212
SEA 43-1262,KI,79,468,10,308,0,219
SEA 36-2795,KI,51,479,6,209,0,152
SEA 43-1265,KI,46,256,8,148,0,94
SEA 37-1637,KI,65,760,20,295,0,210
SEA 43-1264,KI,68,361,11,248,0,169
SEA 37-1651,KI,62,736,17,256,0,177
SEA 43-2025,KI,69,556,22,360,0,269
SEA 37-1930,KI,89,738,20,391,0,282
SEA 43-1266,KI,58,351,10,213,0,145
SEA 46-2145,KI,110,497,11,297,0,176
SEA 36-1751,KI,61,368,12,212,0,139
SEA 36-1750,KI,81,493,15,296,0,200
SEA 36-1752,KI,70,437,10,244,0,164
SEA 36-1755,KI,38,272,12,158,0,108
SEA 36-1754,KI,81,387,15,252,0,156
SEA 36-1757,KI,61,262,16,166,0,89
SEA 36-1756,KI,136,682,17,393,0,240
SEA 36-1759,KI,60,274,8,169,0,101
SEA 36-1758,KI,76,351,4,246,0,166
SEA 43-2043,KI,42,292,3,193,0,148
SEA 43-2044,KI,42,350,12,186,0,132
SEA 43-2045,KI,47,315,10,189,0,132
SEA 11-1256,KI,85,627,10,242,0,147
SEA 34-1533,KI,64,229,7,159,0,88
SEA 34-1532,KI,53,237,1,138,0,84
SEA 43-1263,KI,54,350,17,230,0,159
SEA 34-1530,KI,157,619,10,367,0,200
SEA 34-1537,KI,70,289,6,156,0,80
SEA 34-1536,KI,77,304,6,191,0,108
SEA 34-1535,KI,68,239,3,146,0,75
SEA 34-1534,KI,110,362,14,238,0,114
SEA 43-1269,KI,70,357,5,234,0,159
SEA 43-1268,KI,69,352,6,254,0,179
SEA 34-1539,KI,87,356,4,198,0,107
SEA 34-1538,KI,93,378,15,202,0,94
SEA 43-2048,KI,64,376,15,214,0,135
SEA 46-2343,KI,70,341,12,194,0,112
SEA 46-2298,KI,67,321,10,205,0,128
SEA 36-2505,KI,90,324,5,228,0,133
SEA 36-2504,KI,69,303,3,213,0,141
SEA 36-2507,KI,63,283,9,180,0,108
SEA 36-2506,KI,60,311,8,202,0,134
SEA 36-2503,KI,71,305,6,196,0,119
SEA 36-2502,KI,66,378,12,284,0,206
SEA 36-2134,KI,75,490,17,266,0,174
SEA 46-3677,KI,75,320,10,181,0,96
SEA 36-2130,KI,74,388,11,243,0,158
SEA 36-2131,KI,140,851,34,453,0,279
SEA 36-2133,KI,111,698,20,348,0,217
SEA 34-1546,KI,110,385,12,257,0,135
SEA 43-1787,KI,57,564,15,277,0,205
SEA 11-1602,KI,76,598,10,288,0,202
SEA 34-1545,KI,97,422,9,224,0,118
SEA 34-1543,KI,117,327,9,218,0,92
SEA 34-1540,KI,56,333,8,176,0,112
SEA 34-1541,KI,117,380,15,235,0,103
SEA 46-1312,KI,53,326,8,181,0,120
SEA 46-1313,KI,41,280,6,168,0,121
SEA 46-1310,KI,64,397,9,229,0,156
SEA 46-1311,KI,53,427,11,198,0,134
SEA 43-1788,KI,147,807,37,580,0,396
SEA 37-3666,KI,39,422,8,128,0,81
SEA 36-1808,KI,40,275,6,156,0,110
SEA 36-1805,KI,70,473,14,239,0,155
SEA 36-1806,KI,66,598,17,281,0,198
SEA 36-1801,KI,98,896,22,391,0,271
SEA 36-1803,KI,61,298,10,178,0,107
SEA 36-3586,KI,87,801,17,407,0,303
SEA 36-3587,KI,75,590,13,273,0,185
SEA 37-1563,KI,40,323,0,111,0,71
SEA 37-1565,KI,47,331,5,172,0,120
SEA 37-1564,KI,73,396,8,227,0,146
SEA 36-3669,KI,57,349,3,157,0,97
SEA 37-1566,KI,95,327,9,176,0,72
SEA 37-1568,KI,52,434,5,179,0,122
SEA 43-2083,KI,52,422,16,215,0,147
SEA 46-2252,KI,62,261,13,172,0,97
SEA 46-2253,KI,117,521,16,322,0,189
SEA 46-2251,KI,98,555,15,352,1,238
SEA 32-2206,KI,106,412,12,266,0,148
SEA 46-2316,KI,100,411,16,239,0,123
SEA 32-2204,KI,92,339,9,230,0,129
SEA 46-2314,KI,72,337,7,217,0,138
SEA 32-2202,KI,79,436,12,250,0,159
SEA 32-2203,KI,158,758,23,422,0,241
SEA 32-2200,KI,99,385,9,263,0,155
SEA 32-2201,KI,132,463,14,315,0,169
SEA 46-2619,KI,87,539,19,279,0,173
SEA 43-2545,KI,67,699,20,375,0,288
SEA 32-2208,KI,76,350,19,224,0,129
SEA 32-2209,KI,181,599,27,402,0,194
SEA 36-2592,KI,44,352,12,205,0,149
SEA 36-2593,KI,62,289,9,174,0,103
SEA 34-1438,KI,79,328,18,209,0,112
SEA 34-1439,KI,85,369,10,220,0,125
SEA 34-1432,KI,91,331,14,218,0,113
SEA 34-1433,KI,82,319,11,208,0,115
SEA 34-1430,KI,74,322,9,190,0,107
SEA 34-1431,KI,76,308,10,203,0,117
SEA 34-1436,KI,55,362,14,156,0,87
SEA 34-1437,KI,77,498,14,254,0,163
SEA 34-1434,KI,86,271,10,183,0,87
SEA 34-1435,KI,80,299,15,178,0,83
SEA 36-2509,KI,82,403,14,260,0,164
SEA 36-2508,KI,113,427,10,293,0,170
SEA 46-2352,KI,73,338,6,181,0,102
SEA 46-1955,KI,73,558,11,289,0,205
SEA 11-1600,KI,76,550,18,257,0,163
SEA 46-2228,KI,70,486,9,234,0,155
SEA 46-2221,KI,119,513,20,298,0,159
SEA 43-1280,KI,87,669,21,337,0,229
SEA 43-1784,KI,75,500,18,308,0,215
SEA 36-3267,KI,62,548,6,219,0,151
SEA 37-1886,KI,43,523,4,293,0,246
SEA 37-1884,KI,72,643,15,385,0,298
SEA 37-1885,KI,24,398,5,223,0,194
SEA 37-1882,KI,31,395,9,193,0,153
SEA 37-1883,KI,31,423,9,204,0,164
SEA 37-1880,KI,54,514,5,276,0,217
SEA 37-1881,KI,38,396,7,188,0,143
SEA 43-1780,KI,57,350,19,208,0,132
SEA 43-1781,KI,28,326,6,164,0,130
SEA 46-2292,KI,81,505,16,288,0,191
SEA 36-1386,KI,105,315,2,213,0,106
SEA 36-1387,KI,116,462,10,289,0,163
SEA 36-1384,KI,73,309,12,228,0,143
SEA 36-1385,KI,57,243,7,175,0,111
SEA 36-1382,KI,66,374,15,233,0,152
SEA 36-1388,KI,76,337,8,220,0,136
SEA 36-1389,KI,48,259,7,163,0,108
SEA 43-1274,KI,59,302,9,216,0,148
SEA 43-2006,KI,56,298,9,169,0,104
SEA 43-2007,KI,52,256,12,164,0,100
SEA 43-2000,KI,62,550,17,294,0,215
SEA 43-2001,KI,123,648,30,433,0,280
SEA 43-2002,KI,94,587,18,391,0,279
SEA 46-2293,KI,104,441,16,292,0,172
SEA 46-1957,KI,161,553,23,354,0,170
SEA 37-2861,KI,70,391,11,243,0,162
SEA 43-2009,KI,82,487,9,329,0,238
SEA 37-1635,KI,50,524,14,199,0,135
SEA 37-1589,KI,44,290,15,217,0,158
SEA 37-1588,KI,31,244,7,159,0,121
SEA 46-1314,KI,76,330,11,210,0,123
SEA 37-1634,KI,69,473,6,191,0,116
SEA 37-1583,KI,76,700,21,382,0,285
SEA 37-1582,KI,84,715,10,291,0,197
SEA 37-1580,KI,49,333,8,160,0,103
SEA 37-1587,KI,57,311,10,195,0,128
SEA 37-1586,KI,54,373,10,251,0,187
SEA 36-3566,KI,112,579,8,307,0,187
SEA 36-1299,KI,64,425,12,260,0,184
SEA 43-1347,KI,113,726,16,435,0,306
SEA 43-1344,KI,73,452,18,292,0,201
SEA 37-1636,KI,53,586,13,217,0,151
SEA 43-1342,KI,46,366,10,237,0,181
SEA 43-1343,KI,47,355,9,215,0,159
SEA 43-1341,KI,63,499,18,351,0,270
SEA 46-2290,KI,62,289,1,195,0,132
SEA 46-2272,KI,105,367,6,247,0,136
SEA 43-1348,KI,69,555,15,317,0,233
SEA 37-1630,KI,67,309,10,169,0,92
SEA 46-1284,KI,37,278,7,140,0,96
SEA 46-1285,KI,54,303,5,182,0,123
SEA 43-1975,KI,18,439,2,63,0,43
SEA 37-1633,KI,60,329,14,163,0,89
SEA 46-1282,KI,132,656,18,399,0,249
SEA 43-1976,KI,12,242,7,94,0,75
SEA 37-1632,KI,61,292,7,173,0,105
SEA 43-3320,KI,73,515,12,241,0,156
SEA 36-1661,KI,97,277,7,193,0,89
SEA 43-2014,KI,77,352,13,260,0,170
SEA 36-1663,KI,100,275,14,205,0,91
SEA 36-1709,KI,46,359,12,154,0,96
SEA 36-1665,KI,174,515,15,356,0,167
SEA 36-1664,KI,92,326,16,218,0,110
SEA 46-1963,KI,42,278,13,152,0,97
SEA 36-1666,KI,139,572,14,360,0,207
SEA 36-1702,KI,134,606,19,372,0,219
SEA 36-1668,KI,95,443,11,244,0,138
SEA 36-1700,KI,82,383,10,208,0,116
SEA 36-1701,KI,82,331,8,231,0,141
SEA 46-1969,KI,65,278,12,169,0,92
SEA 11-1641,KI,60,539,24,183,0,99
SEA 36-1704,KI,79,640,18,251,0,154
SEA 46-2094,KI,43,283,7,178,0,128
SEA 46-2095,KI,38,279,5,187,0,144
SEA 36-3319,KI,105,867,12,365,0,248
SEA 36-3318,KI,114,680,23,428,0,291
SEA 46-2090,KI,61,494,15,262,0,186
SEA 46-2091,KI,83,451,9,265,0,173
SEA 46-2092,KI,68,311,10,225,0,147
SEA 46-2093,KI,91,462,11,317,0,215
SEA 34-1411,KI,87,307,13,197,0,97
SEA 46-2099,KI,92,437,20,293,0,181
SEA 43-2853,KI,44,440,8,206,0,154
SEA 43-2852,KI,32,501,18,226,0,176
SEA 36-1689,KI,141,484,16,313,0,156
SEA 36-1688,KI,99,273,7,179,0,73
SEA 43-2113,KI,30,393,7,140,0,103
SEA 36-1683,KI,99,305,11,205,0,95
SEA 36-1682,KI,98,309,3,190,0,89
SEA 34-1409,KI,101,422,16,270,0,153
SEA 34-1408,KI,229,708,27,481,0,225
SEA 36-1687,KI,103,644,10,309,0,196
SEA 36-1686,KI,105,768,16,352,0,231
SEA 36-1685,KI,71,418,12,220,0,137
SEA 36-1684,KI,52,338,7,173,0,114
SEA 43-1333,KI,73,340,9,229,0,147
SEA 43-1332,KI,65,385,11,267,0,191
SEA 43-1331,KI,42,366,10,224,0,172
SEA 37-1647,KI,117,669,23,349,0,209
SEA 43-1335,KI,80,637,23,377,0,274
SEA 43-1334,KI,48,446,13,262,0,201
SEA 36-1768,KI,78,331,10,201,0,113
SEA 43-1339,KI,50,298,11,187,0,126
SEA 43-1338,KI,86,449,7,302,0,209
SEA 43-1861,KI,73,750,15,432,0,344
SEA 46-2297,KI,74,283,6,169,0,89
SEA 46-2261,KI,57,256,6,175,0,112
SEA 36-2172,KI,73,319,13,214,0,128
SEA 37-1643,KI,69,682,22,228,0,137
SEA 34-1476,KI,79,273,9,170,0,82
SEA 34-1477,KI,83,307,8,200,0,109
SEA 34-1474,KI,87,402,14,227,0,126
SEA 34-1475,KI,70,311,13,176,0,93
SEA 34-1472,KI,59,239,15,171,0,97
SEA 34-1473,KI,52,319,6,180,0,122
SEA 34-1470,KI,101,677,29,352,0,222
SEA 34-1471,KI,99,492,14,305,0,192
SEA 43-3424,KI,46,407,3,219,0,170
SEA 36-2149,KI,82,367,23,261,0,156
SEA 36-2148,KI,62,359,7,229,0,160
SEA 34-1478,KI,78,253,3,163,0,82
SEA 34-1479,KI,64,313,7,200,0,129
SEA 34-1259,KI,79,328,10,205,0,116
SEA 43-2050,KI,63,442,15,222,0,144
SEA 37-1567,KI,47,332,6,156,0,103
SEA 37-1648,KI,89,695,20,327,0,218
SEA 37-3617,KI,67,553,15,235,0,153
SEA 46-2295,KI,92,481,15,310,0,203
SEA 34-1498,KI,136,668,14,330,0,180
SEA 34-1499,KI,108,483,22,289,0,159
SEA 34-1258,KI,109,341,10,225,0,106
SEA 46-2257,KI,155,799,19,509,0,335
SEA 34-1490,KI,78,437,8,235,0,149
SEA 34-1493,KI,87,722,12,320,0,221
SEA 34-1494,KI,96,536,13,265,0,156
SEA 34-1496,KI,120,826,22,389,0,247
SEA 34-1497,KI,128,728,11,336,0,197
SEA 46-2267,KI,79,518,11,241,0,151
SEA 37-1920,KI,90,574,14,339,0,235
SEA 46-2264,KI,131,768,33,487,0,323
SEA 37-1925,KI,50,319,23,153,0,80
SEA 37-1927,KI,45,409,11,216,0,160
SEA 46-2260,KI,163,722,16,511,0,332
SEA 46-2340,KI,153,680,12,381,0,216
SEA 11-1942,KI,77,526,9,271,0,185
SEA 11-1941,KI,69,431,13,224,0,142
SEA 37-1841,KI,70,813,11,396,0,315
SEA 11-1947,KI,59,453,5,204,0,140
SEA 46-2345,KI,85,294,10,196,0,101
SEA 11-1945,KI,112,703,20,341,0,209
SEA 46-2268,KI,77,330,6,205,0,122
SEA 43-1999,KI,72,439,13,270,0,185
SEA 43-1851,KI,54,694,22,413,0,337
SEA 43-1856,KI,43,579,12,322,0,267
SEA 37-1621,KI,45,342,14,151,0,92
SEA 43-1855,KI,53,619,21,337,0,263
SEA 43-1993,KI,43,238,6,147,0,98
SEA 43-1992,KI,206,652,35,410,0,169
SEA 43-1858,KI,27,335,8,203,0,168
SEA 43-1859,KI,42,553,13,286,0,231
SEA 43-1997,KI,61,295,7,194,0,126
SEA 43-1996,KI,68,298,10,193,0,115
SEA 43-1995,KI,36,244,6,163,0,121
SEA 43-1857,KI,30,528,13,251,0,208
SEA 46-2317,KI,99,433,9,269,0,161
SEA 43-3685,KI,43,258,7,158,0,108
SEA 46-2346,KI,68,364,16,193,0,109
SEA 43-2052,KI,23,445,6,143,0,114
SEA 46-2127,KI,93,494,17,278,0,168
SEA 43-1991,KI,169,839,27,487,0,291
SEA 43-1990,KI,87,458,17,260,0,156
SEA 43-2064,KI,30,370,11,148,0,107
SEA 46-2310,KI,83,386,14,277,0,180
SEA 46-2286,KI,100,437,16,279,0,163
SEA 36-3689,KI,42,398,9,166,0,115
SEA 43-1378,KI,51,308,11,219,0,157
SEA 46-2305,KI,102,364,21,253,0,130
SEA 36-3686,KI,100,501,17,254,0,137
SEA 46-2280,KI,123,645,17,396,0,256
SEA 43-2543,KI,19,313,9,153,0,125
SEA 46-2369,KI,82,419,24,262,0,156
SEA 46-2328,KI,64,299,10,147,0,73
SEA 43-2040,KI,20,476,16,214,0,178
SEA 46-2282,KI,131,653,20,429,0,278
SEA 46-2319,KI,127,506,18,323,0,178
SEA 46-2098,KI,99,436,16,285,0,170
SEA 46-2318,KI,59,277,7,188,0,122
SEA 36-1746,KI,85,313,5,203,0,113
SEA 36-1747,KI,61,296,7,195,0,127
SEA 36-1744,KI,57,393,20,228,0,151
SEA 46-2325,KI,90,405,26,242,0,126
SEA 36-1742,KI,68,296,9,185,0,108
SEA 36-1743,KI,72,391,12,206,0,122
SEA 36-1740,KI,74,323,10,208,0,124
SEA 36-1741,KI,63,325,6,207,0,138
SEA 43-2075,KI,44,458,5,163,0,114
SEA 43-2074,KI,73,564,15,316,0,228
SEA 43-2076,KI,31,403,6,137,0,100
SEA 43-2071,KI,60,371,9,260,0,191
SEA 36-2590,KI,40,364,11,213,0,162
SEA 36-1748,KI,44,261,9,169,0,116
SEA 36-1749,KI,113,681,17,370,0,240
SEA 46-2274,KI,52,256,10,167,0,105
SEA 46-2349,KI,88,382,5,220,0,127
SEA 43-2110,KI,20,452,10,186,0,156
SEA 34-1520,KI,70,314,9,190,0,111
SEA 34-1521,KI,99,266,9,181,0,73
SEA 34-1522,KI,73,261,7,171,0,91
SEA 34-1523,KI,94,296,5,193,0,94
SEA 34-1524,KI,74,291,11,199,0,114
SEA 34-1526,KI,65,248,8,156,0,83
SEA 34-1527,KI,126,684,14,351,0,211
SEA 43-1377,KI,30,330,11,207,0,166
SEA 34-1529,KI,55,266,9,132,0,68
SEA 43-1375,KI,51,327,12,222,0,159
SEA 43-1374,KI,41,295,6,205,0,158
SEA 32-3568,KI,87,849,27,383,0,269
SEA 43-1372,KI,47,335,5,224,0,172
SEA 43-1278,KI,66,588,17,308,0,225
SEA 43-1279,KI,88,684,23,406,0,295
SEA 43-2862,KI,96,736,22,360,0,242
SEA 36-2518,KI,86,425,7,246,0,153
SEA 43-1887,KI,75,648,20,365,0,270
SEA 36-2512,KI,105,505,17,331,0,209
SEA 36-2513,KI,118,434,14,301,0,169
SEA 36-2510,KI,85,352,8,221,0,128
SEA 36-2118,KI,68,383,7,250,0,175
SEA 36-2517,KI,135,613,20,382,0,227
SEA 36-2514,KI,77,298,11,193,0,105
SEA 36-2515,KI,81,361,6,233,0,146
SEA 37-1619,KI,57,449,14,256,0,185
SEA 37-1618,KI,40,389,6,188,0,142
SEA 37-1613,KI,66,292,11,200,0,123
SEA 37-1612,KI,64,288,7,191,0,120
SEA 37-1611,KI,50,289,3,191,0,138
SEA 37-1610,KI,44,331,2,206,0,160
SEA 37-1617,KI,40,323,10,201,0,151
SEA 37-1616,KI,50,351,6,207,0,151
SEA 37-1615,KI,49,343,5,205,0,151
SEA 37-1614,KI,48,260,8,155,0,99
SEA 36-1324,KI,105,779,25,477,0,347
SEA 36-1732,KI,71,449,17,278,0,190
SEA 36-1731,KI,77,404,7,230,0,146
SEA 36-1730,KI,77,385,7,222,0,138
SEA 36-1737,KI,69,416,9,193,0,115
SEA 36-1736,KI,87,341,8,209,0,114
SEA 36-1735,KI,54,252,9,160,0,97
SEA 36-1734,KI,81,497,17,286,0,188
SEA 46-2128,KI,71,542,19,247,0,157
SEA 36-1739,KI,73,309,6,207,0,128
SEA 36-1738,KI,48,295,7,190,0,135
SEA 11-1639,KI,75,551,22,193,0,96
SEA 36-1329,KI,68,410,12,254,0,174
SEA 43-3665,KI,64,379,11,184,0,109
SEA 36-1812,KI,85,469,15,251,0,151
SEA 36-1813,KI,62,330,10,174,0,102
SEA 11-1550,KI,62,563,10,222,0,150
SEA 46-2299,KI,74,393,10,229,0,145
SEA 11-1552,KI,56,379,14,166,0,96
SEA 36-1815,KI,86,453,17,273,0,170
SEA 43-2928,KI,43,639,24,339,0,272
SEA 37-1576,KI,66,435,7,186,0,113
SEA 37-1574,KI,56,417,14,179,0,109
SEA 37-1575,KI,44,377,10,124,0,70
SEA 37-1572,KI,61,307,12,180,0,107
SEA 36-3679,KI,43,314,11,137,0,83
SEA 37-1570,KI,121,659,21,304,0,162
SEA 37-1571,KI,112,432,12,250,0,126
SEA 34-1511,KI,56,320,10,172,0,106
SEA 37-1578,KI,66,413,8,172,0,98
SEA 37-1579,KI,24,247,4,108,0,80
SEA 46-2304,KI,69,369,5,233,0,159
SEA 36-2170,KI,99,450,16,285,0,170
SEA 46-2306,KI,69,307,11,195,0,115
SEA 46-2307,KI,68,313,11,215,0,136
SEA 46-2300,KI,111,490,17,327,0,199
SEA 43-1818,KI,78,295,23,196,0,95
SEA 34-1460,KI,107,324,9,209,0,93
SEA 43-1817,KI,55,264,10,134,0,69
SEA 46-2308,KI,79,377,12,230,0,139
SEA 34-1463,KI,83,259,6,178,0,89
SEA 34-1462,KI,105,339,9,199,0,85
SEA 34-1449,KI,70,367,10,213,0,133
SEA 34-1448,KI,67,270,6,181,0,108
SEA 34-1446,KI,102,398,12,237,0,123
SEA 34-1444,KI,171,595,17,365,0,177
SEA 34-1443,KI,131,380,9,266,0,126
SEA 34-1442,KI,86,380,11,207,0,110
SEA 34-1441,KI,74,264,7,156,0,75
SEA 34-1440,KI,60,242,8,149,0,81
SEA 43-2088,KI,74,694,34,361,0,253
SEA 43-2089,KI,10,341,10,65,0,45
SEA 43-2084,KI,88,668,19,445,0,338
SEA 43-1360,KI,73,622,23,379,0,283
SEA 46-1283,KI,74,391,14,204,0,116
SEA 43-2081,KI,17,385,1,35,0,17
SEA 43-1361,KI,38,417,11,238,0,189
SEA 34-1469,KI,67,362,16,182,0,99
SEA 43-2544,KI,145,887,41,537,0,351
SEA 43-2058,KI,69,247,9,150,0,72
SEA 46-2342,KI,76,406,6,187,0,105
SEA 43-2547,KI,32,461,11,204,0,161
SEA 43-2546,KI,23,324,5,176,0,148
SEA 36-2536,KI,106,567,17,329,0,206
SEA 43-1291,KI,113,684,19,487,0,355
SEA 46-2234,KI,58,274,9,182,0,115
SEA 46-2236,KI,67,350,6,218,0,145
SEA 46-2796,KI,87,456,13,229,0,129
SEA 37-1872,KI,101,581,15,359,0,243
SEA 37-1871,KI,82,629,20,389,0,287
SEA 43-1868,KI,39,353,15,233,0,179
SEA 37-1876,KI,59,766,15,444,0,370
SEA 37-1875,KI,49,525,12,288,0,227
