Row Label,County,Debra L. Stephens,John (Zamboni) Scannell
PORT ORCHARD 204,KP,239,90
PORT ORCHARD 205,KP,667,135
HUNTER 219,KP,217,115
CONIFER 271,KP,168,64
PORT ORCHARD 208,KP,0,0
PORT ORCHARD 209,KP,0,0
KEYPORT 425,KP,341,131
SCANDIA 455,KP,289,103
BREMERTON 293(*),KP,0,0
PORT MADISON 340,KP,259,48
ALPINE 111,KP,249,79
LUNDBERG 250,KP,292,120
POINT NO POINT 416,KP,472,130
VINLAND 412,KP,378,100
LINCOLN 440,KP,275,88
BREMERTON 032,KP,42,13
OVERLOOK 267,KP,233,88
BREMERTON 030,KP,259,66
BREMERTON 031,KP,132,45
BREMERTON 037,KP,372,115
APPLE TREE 422,KP,367,95
ERLANDS POINT 130,KP,185,91
RIDGEPOINT 141,KP,228,70
PERRY 073,KP,170,60
CRYSTAL SPRINGS 312,KP,502,68
CRESCENT VALLEY 266,KP,278,129
SHERMAN HEIGHTS 278,KP,11,2
SPINNAKER 146,KP,213,69
SINCLAIR 275,KP,140,75
PORT ORCHARD 215,KP,0,0
BLUE HERON 301,KP,509,87
SYMINGTON 151,KP,150,71
PORT ORCHARD 210,KP,188,74
FRONTIER 102,KP,355,106
RIDGEWAY 084,KP,78,29
WING POINT 305,KP,303,45
PEARSON 445,KP,396,144
BREMERTON 114,KP,0,0
SEABOLD 335,KP,403,75
TIBARDIS 139,KP,141,49
BREMERTON 007,KP,6,2
BREMERTON 006,KP,156,62
BREMERTON 005,KP,177,59
SUQUAMISH 460,KP,240,79
BREMERTON 003,KP,241,101
BREMERTON 002,KP,109,52
BREMERTON 001,KP,154,52
BUCKLIN 121,KP,341,88
MADRONA 269,KP,229,75
DRIVE-IN 283,KP,6,5
MILLER BAY 458,KP,372,110
CONVERSE 252,KP,238,121
LONG LAKE 245,KP,223,59
BREMERTON 088,KP,44,20
BREMERTON 159,KP,175,44
SUTTON 165,KP,206,60
OLYMPIC VIEW 103,KP,245,83
Total,KP,50620,16117
