Row Label,County,Mary E. Fairhurst
BLAKELY 310,KP,297
PORT ORCHARD 207,KP,316
WOODMERE 127,KP,405
BREMERTON 058,KP,328
UELAND 082,KP,0
WATERMAN 295,KP,196
BREMERTON 054,KP,192
PIONEER 152,KP,387
SILVERDALE 160,KP,346
BREMERTON 051,KP,36
BREMERTON 052,KP,209
BREMERTON 053,KP,404
SEABECK 155,KP,417
POWERLINE 086,KP,3
PARKWOOD 270,KP,383
ISLAND LAKE 427,KP,318
BREMERTON 109,KP,30
BREIDABLIK 410,KP,346
BREMERTON 107,KP,0
WHISPERING PINES 227,KP,338
FRAGARIA 259,KP,263
LOVGREN 332,KP,199
BANDIX 263,KP,317
FORT WARD 318,KP,350
FUSON 175,KP,319
HARPER 240,KP,286
WILLOCK 258,KP,267
LIBERTY 325,KP,302
PORT ORCHARD 203,KP,176
SPRING CREEK 217,KP,230
MULLENIX 260,KP,389
LARSON 153,KP,397
FINCH 314,KP,232
ROLLING BAY 330,KP,324
BREMERTON 029,KP,268
TOTTEN 463,KP,289
WOODRIDGE 222,KP,188
MANZANITA 336,KP,235
OLD FRONTIER 106,KP,375
BREMERTON 022,KP,226
NEBRASKA 223,KP,326
EAGLE HARBOR 317,KP,258
NEW BROOKLYN 322,KP,213
TOLO 333,KP,285
FERNCLIFF 315,KP,487
S&#39;KLALLAM 418,KP,35
KITSAP LAKE 085,KP,24
PORT ORCHARD 202,KP,376
NAVY YARD CITY 095,KP,328
PORT ORCHARD 200,KP,172
SANTA FE 148,KP,312
PORT ORCHARD 206,KP,0
FIRGLADE 137,KP,220
PORT ORCHARD 204,KP,267
PORT ORCHARD 205,KP,668
HUNTER 219,KP,251
CONIFER 271,KP,196
PORT ORCHARD 208,KP,0
PORT ORCHARD 209,KP,0
KEYPORT 425,KP,395
SCANDIA 455,KP,330
PORT MADISON 340,KP,276
ALPINE 111,KP,264
LUNDBERG 250,KP,353
POINT NO POINT 416,KP,459
VINLAND 412,KP,384
LINCOLN 440,KP,258
BREMERTON 032,KP,44
OVERLOOK 267,KP,295
BREMERTON 030,KP,259
BREMERTON 031,KP,147
BREMERTON 037,KP,400
APPLE TREE 422,KP,365
ERLANDS POINT 130,KP,229
RIDGEPOINT 141,KP,249
PERRY 073,KP,195
CRYSTAL SPRINGS 312,KP,441
CRESCENT VALLEY 266,KP,320
SHERMAN HEIGHTS 278,KP,9
SPINNAKER 146,KP,238
SINCLAIR 275,KP,164
PORT ORCHARD 215,KP,0
BLUE HERON 301,KP,510
SYMINGTON 151,KP,174
PORT ORCHARD 210,KP,232
FRONTIER 102,KP,375
RIDGEWAY 084,KP,86
WING POINT 305,KP,268
PEARSON 445,KP,440
BREMERTON 114,KP,0
SEABOLD 335,KP,400
TIBARDIS 139,KP,155
BREMERTON 007,KP,5
BREMERTON 006,KP,191
BREMERTON 005,KP,208
SUQUAMISH 460,KP,266
BREMERTON 003,KP,297
BREMERTON 002,KP,126
BREMERTON 001,KP,179
BUCKLIN 121,KP,368
MADRONA 269,KP,265
DRIVE-IN 283,KP,6
MILLER BAY 458,KP,388
CONVERSE 252,KP,292
LONG LAKE 245,KP,203
BREMERTON 088,KP,51
BREMERTON 159,KP,189
SUTTON 165,KP,225
OLYMPIC VIEW 103,KP,261
Total,KP,54384
