Row Label,County,Eddie Yoon,Charles W. Johnson
27-471,PI,4,10
31-891,PI,29,93
27-475,PI,90,316
27-477,PI,107,326
27-476,PI,97,221
31-896,PI,2,3
31-897,PI,33,129
31-894,PI,12,37
31-895,PI,60,212
31-856,PI,57,217
31-857,PI,47,133
31-854,PI,50,121
31-855,PI,67,157
31-853,PI,12,49
31-919,PI,80,232
31-917,PI,105,349
31-916,PI,50,244
31-915,PI,14,47
31-914,PI,59,185
31-913,PI,40,89
31-912,PI,62,177
31-911,PI,55,127
31-910,PI,66,221
29-653,PI,115,234
29-652,PI,17,22
29-651,PI,128,301
29-650,PI,103,251
29-656,PI,111,227
29-655,PI,54,109
29-654,PI,114,301
29-659,PI,75,158
29-658,PI,112,262
25-208,PI,115,432
25-209,PI,116,383
25-201,PI,104,441
25-202,PI,106,311
25-203,PI,125,373
25-204,PI,98,326
25-205,PI,149,321
25-206,PI,84,209
29-626,PI,3,8
29-627,PI,0,0
29-624,PI,0,0
29-622,PI,77,202
29-623,PI,24,52
29-620,PI,64,142
02-159,PI,73,182
02-158,PI,113,247
02-151,PI,40,104
02-150,PI,77,289
02-153,PI,93,260
02-152,PI,123,337
02-155,PI,109,328
02-154,PI,114,234
02-157,PI,132,388
02-156,PI,149,390
27-408,PI,130,364
27-409,PI,121,355
27-401,PI,83,150
27-404,PI,47,110
27-405,PI,120,398
27-406,PI,170,500
27-407,PI,144,314
28-520,PI,167,355
28-521,PI,152,415
28-522,PI,132,422
28-523,PI,130,431
28-524,PI,151,468
28-525,PI,156,435
28-526,PI,91,303
28-527,PI,170,468
28-528,PI,140,408
28-529,PI,116,338
31-818,PI,26,66
31-819,PI,47,118
31-813,PI,48,139
31-810,PI,47,171
31-816,PI,93,234
31-817,PI,115,277
31-814,PI,15,34
31-815,PI,73,191
26-351,PI,118,389
26-350,PI,102,416
26-352,PI,98,411
31-926,PI,2,5
31-927,PI,78,221
31-924,PI,50,164
31-925,PI,19,78
25-248,PI,143,420
25-249,PI,133,330
31-920,PI,72,174
31-921,PI,81,214
25-244,PI,132,435
25-246,PI,14,29
25-247,PI,127,296
25-240,PI,39,143
25-241,PI,58,179
25-242,PI,130,369
25-243,PI,84,296
25-245(*),PI,0,0
29-621(*),PI,0,0
29-668,PI,91,201
28-590(*),PI,0,0
29-662,PI,0,0
29-663,PI,108,245
29-660,PI,130,331
29-661,PI,96,224
29-667,PI,112,284
29-664,PI,138,246
28-565,PI,148,254
28-566,PI,130,275
28-567,PI,176,281
28-560,PI,142,443
28-561,PI,94,216
28-562,PI,103,160
28-563,PI,37,114
28-568,PI,140,330
02-148,PI,98,353
02-120,PI,88,259
02-121,PI,114,296
02-122,PI,116,306
02-123,PI,102,320
02-124,PI,90,248
02-125,PI,92,229
02-126,PI,148,259
02-127,PI,74,169
02-128,PI,125,298
02-129,PI,78,173
31-807(*),PI,0,0
28-575(*),PI,0,0
31-824(*),PI,0,0
02-142,PI,85,250
26-315,PI,167,389
26-317,PI,126,395
26-316,PI,170,412
26-319,PI,117,348
26-318,PI,122,300
27-448,PI,3,14
27-449,PI,158,271
27-444,PI,158,215
27-445,PI,127,239
27-446,PI,117,233
27-447,PI,135,250
27-440,PI,163,259
27-441,PI,126,232
27-442,PI,85,212
27-443,PI,85,226
31-845,PI,64,227
31-844,PI,48,167
31-847,PI,43,116
31-846,PI,39,90
31-841,PI,52,126
31-840,PI,36,120
31-843,PI,59,176
31-842,PI,82,217
31-849,PI,27,93
31-848,PI,15,44
25-217,PI,149,371
25-216,PI,78,209
25-215,PI,113,365
25-213,PI,126,434
25-212,PI,117,358
25-211,PI,116,337
25-210,PI,165,444
25-219,PI,150,374
25-218,PI,125,363
31-881,PI,49,180
02-110,PI,66,175
29-671,PI,126,233
29-670,PI,138,299
29-675,PI,108,292
29-676,PI,115,262
29-635,PI,33,74
31-883,PI,101,317
29-637,PI,116,216
29-636,PI,126,330
29-633,PI,9,23
29-639,PI,119,227
29-638,PI,68,114
25-220(*),PI,0,0
31-882,PI,87,237
28-538,PI,118,318
28-537,PI,125,436
28-536,PI,131,418
28-535,PI,133,425
28-531,PI,144,349
28-530,PI,93,145
31-923,PI,49,171
31-809,PI,79,277
31-808,PI,96,246
31-801,PI,69,162
31-803,PI,97,256
31-802,PI,87,246
31-805,PI,98,256
31-804,PI,85,272
31-806,PI,97,325
25-293,PI,114,349
27-417,PI,138,385
27-416,PI,164,361
27-415,PI,125,423
27-414,PI,115,410
27-413,PI,110,371
27-412,PI,113,334
27-411,PI,112,495
27-410,PI,130,347
31-898,PI,67,301
31-899,PI,46,156
27-419,PI,137,367
27-418,PI,104,350
25-292,PI,115,368
25-259,PI,121,345
25-258,PI,157,341
25-253,PI,100,209
25-252,PI,126,270
25-251,PI,97,320
25-250,PI,49,145
25-257,PI,126,298
25-256,PI,128,306
25-255,PI,83,210
25-254,PI,95,162
Total,PI,46151,125452
31-903(*),PI,0,0
29-679,PI,106,205
29-678,PI,88,209
25-228,PI,122,302
25-226,PI,93,224
25-227,PI,97,146
29-673,PI,126,286
29-672,PI,74,158
25-222,PI,115,219
29-674,PI,44,84
29-677,PI,116,272
25-221,PI,114,346
25-275(*),PI,0,0
30-708,PI,82,229
28-573,PI,89,183
28-572,PI,144,260
28-571,PI,3,6
28-570,PI,3,5
28-577,PI,5,12
28-576,PI,119,332
28-574,PI,26,65
28-579,PI,20,45
28-578,PI,30,62
02-139,PI,99,295
02-138,PI,126,388
02-137,PI,60,170
02-136,PI,19,59
02-135,PI,121,372
02-134,PI,135,324
02-133,PI,36,74
02-131,PI,116,356
02-130,PI,84,133
27-428,PI,153,238
27-429,PI,150,300
27-426,PI,98,349
27-427,PI,112,328
27-424,PI,120,355
27-425,PI,123,328
27-422,PI,125,489
27-423,PI,130,416
27-420,PI,108,460
27-421,PI,121,270
26-328,PI,86,344
26-329,PI,119,417
26-324,PI,155,366
26-325,PI,116,371
26-326,PI,125,417
26-327,PI,129,392
26-320,PI,120,375
26-321,PI,184,491
26-322,PI,140,445
26-323,PI,161,428
28-506,PI,156,390
28-507,PI,120,307
28-504,PI,104,398
28-505,PI,123,489
28-502,PI,123,411
28-503,PI,121,408
28-501,PI,120,404
31-893(*),PI,0,0
28-508,PI,67,160
28-509,PI,0,0
27-459,PI,83,162
27-458,PI,92,179
27-453,PI,101,167
27-452,PI,128,247
27-451,PI,131,212
27-450,PI,149,295
27-457,PI,122,240
27-456,PI,94,197
27-455,PI,114,236
27-454,PI,128,301
31-873,PI,16,55
31-874,PI,0,0
31-875,PI,106,323
31-876,PI,4,20
31-877,PI,46,117
31-879,PI,16,57
25-283,PI,83,168
25-262,PI,117,329
25-263,PI,93,293
25-260,PI,110,381
25-261,PI,93,248
25-266,PI,126,387
25-267,PI,48,168
25-264,PI,127,360
25-265,PI,135,330
25-268,PI,68,172
25-269,PI,81,230
29-669,PI,119,267
29-625(*),PI,0,0
29-600,PI,0,0
29-601,PI,114,205
29-602,PI,81,201
29-603,PI,114,228
29-604,PI,104,243
29-605,PI,91,198
29-606,PI,118,284
29-607,PI,131,300
29-608,PI,87,231
29-609,PI,83,176
29-657(*),PI,0,0
28-548,PI,131,272
28-549,PI,132,350
31-880,PI,46,82
28-542,PI,142,375
28-543,PI,99,303
28-540,PI,180,453
28-541,PI,154,329
28-546,PI,112,356
28-547,PI,177,444
28-545,PI,156,326
02-106,PI,101,346
30-709,PI,100,225
02-105,PI,37,117
02-101,PI,25,121
31-885,PI,31,108
30-701,PI,5,11
30-707,PI,36,153
30-706,PI,84,220
30-705,PI,68,150
31-884,PI,80,312
31-834,PI,66,208
31-835,PI,109,395
31-836,PI,94,238
31-837,PI,66,208
31-830,PI,34,114
31-887,PI,65,208
31-833,PI,96,257
30-713(*),PI,0,0
31-886,PI,86,244
31-838,PI,64,193
31-839,PI,8,21
27-462,PI,102,382
27-463,PI,97,255
27-460,PI,126,341
27-461,PI,119,394
27-466,PI,111,274
27-467,PI,119,274
27-464,PI,105,305
27-465,PI,108,255
31-888,PI,72,201
27-468,PI,107,261
