Row Label,County,Yes,No
Legion,BE,195,114
Cherry,BE,221,113
Oak,BE,102,55
WR 9,BE,123,129
WR 8,BE,225,185
W1-P663,BE,158,112
Paterson,BE,14,7
WR 2,BE,121,55
WR 3,BE,104,39
W2 - P626,BE,115,51
W2 - P580,BE,98,94
W3 - P520,BE,59,51
WR 7,BE,243,174
Chandler,BE,26,24
W3 - P525,BE,111,91
W2 - P585,BE,75,91
W2-P574,BE,87,75
230,BE,93,102
Yakima(*),BE,0,0
WR13,BE,144,91
WR14,BE,261,177
WR15,BE,168,99
WR 6,BE,249,188
320,BE,219,233
WR 5,BE,90,33
155,BE,203,220
W2 - P620,BE,141,67
White Bluffs,BE,285,148
200,BE,133,97
145,BE,157,253
205,BE,136,70
140,BE,121,122
275,BE,77,61
W3 - P535,BE,83,53
W2 - P630,BE,151,120
Expansion(*),BE,0,0
Goose Ridge,BE,49,32
W2 - P634,BE,176,229
Reese,BE,29,11
W2 - P636,BE,149,161
W2 - P637,BE,175,185
W2 - P638,BE,195,153
Wheat,BE,0,0
W1 - P691,BE,33,17
W1 - P690,BE,179,215
W3 - P530,BE,108,55
South,BE,153,83
Ida,BE,0,0
120,BE,115,210
Tumble Weed,BE,42,19
Sacagawea(*),BE,0,0
470,BE,104,116
260,BE,120,107
W3-P516,BE,6,9
Red Mountain,BE,183,102
Total,BE,29521,23801
WR12,BE,236,156
Clements,BE,48,25
