Row Label,County,Yes,No
Lacey 46,TH,314,426
Lacey 47,TH,142,390
Lacey 44,TH,58,84
Hicks,TH,19,37
Salmon Creek,TH,134,87
Lacey 49,TH,77,118
Wards,TH,45,108
South Union,TH,262,226
Boston Harbor,TH,87,337
Olympia 29,TH,123,262
Olympia 28,TH,76,287
Trails End,TH,284,364
Hartwood,TH,296,354
Waddell Creek,TH,155,152
Fleetwood,TH,241,220
Olympia 26,TH,68,242
Olympia 21,TH,89,361
Bald Hills,TH,76,39
Olympia 23,TH,103,285
Violet Prairie,TH,330,124
Lacey 20,TH,66,61
Hawk Acres,TH,118,128
Tumwater 27,TH,124,216
Lacey 21,TH,73,87
Lakeside,TH,87,96
Lacey 22,TH,61,155
Olympia 36,TH,41,83
Glenwood,TH,59,71
Chambers,TH,264,305
Nisqually,TH,165,112
