Row Label,County,Debra L. Stephens,John (Zamboni) Scannell
31-920,PI,175,70
31-921,PI,185,108
25-244,PI,441,121
25-246,PI,32,10
25-247,PI,297,110
25-240,PI,131,51
25-241,PI,175,60
25-242,PI,382,113
25-243,PI,269,92
25-245(*),PI,0,0
29-621(*),PI,0,0
29-668,PI,209,75
29-669,PI,279,101
29-662,PI,0,0
29-663,PI,257,90
29-660,PI,331,126
29-661,PI,239,76
29-667,PI,289,109
29-664,PI,300,76
28-565,PI,301,101
28-566,PI,326,82
28-567,PI,341,122
28-560,PI,433,148
28-561,PI,244,67
28-562,PI,197,67
28-563,PI,100,48
28-568,PI,378,91
02-148,PI,312,141
02-120,PI,231,111
02-121,PI,292,122
02-122,PI,288,129
02-123,PI,294,121
02-124,PI,242,99
02-125,PI,235,78
02-126,PI,271,136
02-127,PI,179,56
02-128,PI,317,97
02-129,PI,180,64
31-807(*),PI,0,0
28-575(*),PI,0,0
31-824(*),PI,0,0
02-142,PI,235,97
26-315,PI,379,169
26-317,PI,371,143
26-316,PI,411,165
26-319,PI,349,114
26-318,PI,311,107
27-448,PI,9,7
27-449,PI,327,99
27-444,PI,279,100
27-445,PI,258,101
27-446,PI,263,94
27-447,PI,289,103
27-440,PI,325,95
27-441,PI,288,82
27-442,PI,215,81
27-443,PI,232,82
31-845,PI,225,72
31-844,PI,157,54
31-847,PI,117,41
31-846,PI,92,33
31-841,PI,124,57
31-840,PI,117,38
31-843,PI,165,65
31-842,PI,215,79
31-849,PI,86,34
31-848,PI,44,12
25-217,PI,392,121
25-216,PI,213,79
25-215,PI,360,117
25-213,PI,437,105
25-212,PI,352,108
25-211,PI,334,119
25-210,PI,469,126
25-219,PI,401,110
25-218,PI,376,106
31-881,PI,171,58
02-110,PI,170,69
29-671,PI,250,96
29-670,PI,315,113
29-675,PI,292,109
29-676,PI,276,103
29-635,PI,82,20
31-883,PI,330,78
29-637,PI,263,70
29-636,PI,354,94
29-633,PI,25,8
29-639,PI,228,116
29-638,PI,132,54
25-220(*),PI,0,0
31-882,PI,232,86
28-538,PI,343,86
28-537,PI,464,90
28-536,PI,426,111
28-535,PI,418,128
28-531,PI,374,95
28-530,PI,179,61
30-713,PI,2,2
31-809,PI,266,81
31-808,PI,246,83
31-801,PI,168,54
31-803,PI,280,77
31-802,PI,232,91
31-805,PI,272,82
31-804,PI,256,100
31-806,PI,340,82
25-293,PI,324,131
27-417,PI,444,75
27-416,PI,414,96
27-415,PI,431,101
27-414,PI,433,74
27-413,PI,370,100
27-412,PI,343,97
27-411,PI,473,102
27-410,PI,390,93
31-898,PI,284,88
31-899,PI,151,50
27-419,PI,381,108
27-418,PI,370,84
25-292,PI,340,140
25-259,PI,350,116
25-258,PI,347,146
25-253,PI,228,74
25-252,PI,291,113
25-251,PI,309,104
25-250,PI,154,35
25-257,PI,290,118
25-256,PI,306,115
25-255,PI,216,73
25-254,PI,192,66
Total,PI,128321,41195
29-679,PI,223,89
29-678,PI,204,90
25-228,PI,307,114
25-226,PI,230,83
25-227,PI,198,50
29-673,PI,289,111
29-672,PI,170,62
25-222,PI,241,89
29-674,PI,99,25
29-677,PI,287,96
25-221,PI,359,97
25-275(*),PI,0,0
30-708,PI,243,69
28-573,PI,199,67
28-572,PI,306,94
28-577,PI,12,5
28-576,PI,338,119
28-574,PI,68,26
28-579,PI,48,18
28-578,PI,62,31
02-139,PI,275,114
02-138,PI,366,138
02-137,PI,146,76
02-136,PI,54,24
02-135,PI,327,149
02-134,PI,312,131
02-133,PI,84,27
02-131,PI,347,123
02-130,PI,161,56
27-428,PI,304,94
27-429,PI,357,94
27-426,PI,374,62
27-427,PI,361,69
27-424,PI,403,66
27-425,PI,376,61
27-422,PI,515,85
27-423,PI,444,93
27-420,PI,485,72
27-421,PI,312,80
26-328,PI,324,99
26-329,PI,431,102
26-324,PI,381,146
26-325,PI,363,115
26-326,PI,396,143
26-327,PI,415,98
26-320,PI,350,139
26-321,PI,511,164
26-322,PI,374,179
26-323,PI,439,144
28-506,PI,431,102
28-507,PI,310,100
28-504,PI,406,81
28-505,PI,467,109
28-502,PI,425,96
28-503,PI,435,88
28-501,PI,425,94
31-893(*),PI,0,0
28-508,PI,172,56
28-509,PI,0,0
27-459,PI,191,48
27-458,PI,218,50
27-453,PI,188,75
27-452,PI,258,115
27-451,PI,253,98
27-450,PI,332,111
27-457,PI,273,88
27-456,PI,203,81
27-455,PI,245,97
27-454,PI,335,87
31-839,PI,25,3
31-873,PI,49,23
31-874,PI,0,0
31-875,PI,340,94
31-876,PI,21,3
31-877,PI,134,29
31-879,PI,66,10
25-283,PI,174,77
25-262,PI,322,107
25-263,PI,304,79
25-260,PI,370,117
25-261,PI,248,97
25-266,PI,380,130
25-267,PI,158,51
25-264,PI,339,144
25-265,PI,339,123
25-268,PI,176,64
25-269,PI,226,77
25-287(*),PI,0,0
29-600,PI,0,0
29-601,PI,223,101
29-602,PI,212,70
29-603,PI,260,82
29-604,PI,255,93
29-605,PI,218,74
29-606,PI,272,128
29-607,PI,346,80
29-608,PI,218,92
29-609,PI,174,81
29-657(*),PI,0,0
28-548,PI,302,100
28-549,PI,380,90
31-880,PI,89,29
28-542,PI,402,96
28-543,PI,312,95
28-540,PI,495,124
28-541,PI,360,117
28-546,PI,377,86
28-547,PI,456,151
28-545,PI,378,101
02-106,PI,345,100
30-709,PI,236,81
02-105,PI,106,47
02-101,PI,103,46
31-885,PI,104,35
30-701,PI,11,6
30-707,PI,143,41
30-706,PI,231,76
30-705,PI,152,62
31-884,PI,302,87
31-834,PI,210,62
31-835,PI,346,149
31-836,PI,242,84
31-837,PI,196,77
31-830,PI,106,40
31-887,PI,201,70
31-833,PI,253,88
31-886,PI,250,78
31-838,PI,181,73
28-571(*),PI,0,0
27-462,PI,382,97
27-463,PI,277,69
27-460,PI,391,84
27-461,PI,426,91
27-466,PI,298,81
27-467,PI,291,93
27-464,PI,325,87
27-465,PI,276,81
31-888,PI,192,82
27-468,PI,269,87
