Row Label,County,Eddie Yoon,Charles W. Johnson
APPLE TREE 422,KP,133,319
ERLANDS POINT 130,KP,60,218
RIDGEPOINT 141,KP,93,209
PERRY 073,KP,63,168
CRYSTAL SPRINGS 312,KP,132,438
CRESCENT VALLEY 266,KP,109,299
SHERMAN HEIGHTS 278,KP,5,6
SPINNAKER 146,KP,80,197
SINCLAIR 275,KP,56,161
PORT ORCHARD 215,KP,0,0
BLUE HERON 301,KP,159,425
SYMINGTON 151,KP,60,152
PORT ORCHARD 210,KP,67,192
FRONTIER 102,KP,146,310
RIDGEWAY 084,KP,19,90
WING POINT 305,KP,77,265
PEARSON 445,KP,137,391
BREMERTON 114,KP,0,0
SEABOLD 335,KP,121,360
TIBARDIS 139,KP,35,152
BREMERTON 007,KP,2,6
BREMERTON 006,KP,77,139
BREMERTON 005,KP,81,156
SUQUAMISH 460,KP,102,210
BREMERTON 003,KP,121,220
BREMERTON 002,KP,57,102
BREMERTON 001,KP,71,129
BUCKLIN 121,KP,109,313
MADRONA 269,KP,75,226
DRIVE-IN 283,KP,2,9
MILLER BAY 458,KP,129,358
CONVERSE 252,KP,89,271
LONG LAKE 245,KP,59,219
BREMERTON 088,KP,25,38
BREMERTON 159,KP,68,154
SUTTON 165,KP,54,208
OLYMPIC VIEW 103,KP,83,245
Total,KP,18514,47852
