Row Label,County,Eddie Yoon,Charles W. Johnson
Rainier 02,TH,48,115
Summit Lake,TH,69,169
Lacey 19,TH,62,115
Lacey 18,TH,99,184
Simmons 9,TH,2,3
Lacey 11,TH,60,191
Simmons 4,TH,2,10
Lacey 13,TH,29,86
Lacey 01,TH,28,71
Lacey 15,TH,63,171
Gull Harbor,TH,50,144
Simmons 3,TH,2,7
Simmons 2,TH,2,4
Spurgeon Creek,TH,38,91
Black River,TH,121,300
Forest,TH,94,292
Olympia 24,TH,69,183
Meadows,TH,89,134
Pattison,TH,110,191
Olympia 54,TH,55,121
Olympia 55,TH,43,96
Olympia 56,TH,76,162
Olympia 57,TH,46,79
Tykle Cove,TH,53,231
Mcallister Creek,TH,94,133
Olympia 52,TH,38,108
Mcintosh,TH,145,340
Tenino 02,TH,47,132
Olympia 39,TH,77,181
Steamboat Island,TH,63,156
Olympia 20,TH,41,97
Lacey 08,TH,56,104
Lacey 41,TH,82,169
Beach Crest,TH,79,147
Ames,TH,68,179
Jones Beach,TH,43,114
Pleasant Glade,TH,51,121
Evergreen Shores,TH,65,171
Hewitt Lake,TH,78,270
Tumwater 08,TH,92,208
Olympia 60,TH,47,115
Tumwater 06,TH,123,314
Tumwater 07,TH,56,155
Tumwater 04,TH,59,111
Tumwater 05,TH,72,138
Tumwater 02,TH,66,181
Tumwater 03,TH,74,212
Roosevelt,TH,106,241
Tumwater 01,TH,58,139
University North,TH,39,75
Olympia 49,TH,84,191
Olympia 48,TH,93,248
Bush Prairie,TH,20,52
Summerset,TH,110,339
Olympia 42,TH,50,134
Olympia 41,TH,71,204
Olympia 40,TH,43,169
Olympia 47,TH,83,208
Olympia 46,TH,76,168
Olympia 45,TH,51,103
Olympia 44,TH,41,83
Holmes,TH,67,178
Cooper Point,TH,69,228
Ruth Prairie,TH,39,81
Hawks Ridge,TH,35,73
Weir Prairie,TH,79,189
Wilderness,TH,80,296
Lacey 32,TH,111,164
Camelot,TH,66,117
University South,TH,48,109
Lacey 24,TH,130,235
Gallagher Cove,TH,111,313
Lacey 17,TH,72,166
Total,TH,18483,46987
College,TH,19,21
Bigelow,TH,72,177
Lacey 37,TH,21,53
Olympia 08,TH,53,215
Beaver Creek,TH,125,374
Oyster Bay,TH,79,232
Eaton Creek,TH,45,137
Lacey 28,TH,43,132
Olympia 25,TH,50,155
Four Corners,TH,132,289
South Bay,TH,84,252
Indian Summer,TH,75,259
Longmire,TH,55,127
Tumwater 24,TH,56,141
Olympia 59,TH,78,158
Clear Lake,TH,146,278
Airport,TH,4,19
Thompson,TH,55,117
Bucoda,TH,26,99
Glen Terra,TH,30,59
Frye Cove,TH,86,223
Cougar Mountain,TH,20,42
Mckinley,TH,34,63
Olympia 37,TH,40,140
Gibson Valley,TH,15,27
Olympia 35,TH,108,361
Black Lake,TH,82,269
Scheller,TH,41,94
Olympia 30,TH,62,161
Olympia 31,TH,53,168
Sunwood Lakes,TH,108,313
Lydia Hawk,TH,164,289
Lacey 23,TH,27,84
Olympia 32,TH,77,263
Michigan Hill,TH,48,118
Tumwater 09,TH,36,148
Yelm 4,TH,94,199
Lacey 48,TH,64,115
Zangle,TH,54,209
Fish Trap,TH,58,172
East Olympia,TH,58,201
Munn Lake,TH,54,112
Sunset Beach,TH,63,277
Olympia 27,TH,37,85
Lacey 43,TH,106,191
Lacey 40,TH,99,215
Fristoe,TH,50,136
Lacey 46,TH,159,432
Lacey 47,TH,84,341
Lacey 44,TH,24,83
Hicks,TH,11,28
Salmon Creek,TH,50,122
Lacey 49,TH,26,129
Wards,TH,31,95
South Union,TH,85,290
Boston Harbor,TH,87,252
Olympia 29,TH,81,234
Olympia 28,TH,67,210
Trails End,TH,138,372
Hartwood,TH,136,360
Waddell Creek,TH,60,162
Fleetwood,TH,110,248
Olympia 26,TH,75,174
Olympia 21,TH,85,293
Bald Hills,TH,34,55
Olympia 23,TH,89,215
Violet Prairie,TH,91,225
Lacey 20,TH,33,75
Hawk Acres,TH,48,130
Tumwater 27,TH,93,177
Lacey 21,TH,40,90
Lakeside,TH,36,120
Lacey 22,TH,51,116
Olympia 36,TH,32,71
Glenwood,TH,27,76
Chambers,TH,107,324
Nisqually,TH,82,133
Rich(*),TH,0,0
