Row Label,County,Yes,No
Olympia 35,TH,476,144
Black Lake,TH,258,233
Scheller,TH,71,98
Olympia 30,TH,212,66
Olympia 31,TH,207,93
Sunwood Lakes,TH,293,288
Lydia Hawk,TH,309,244
Lacey 23,TH,81,66
Olympia 32,TH,293,122
Michigan Hill,TH,71,146
Tumwater 09,TH,145,94
Yelm 4,TH,176,198
Lacey 48,TH,146,90
Zangle,TH,202,141
Fish Trap,TH,198,98
East Olympia,TH,165,162
Munn Lake,TH,132,95
Sunset Beach,TH,353,88
Olympia 27,TH,104,45
Lacey 43,TH,215,177
Lacey 40,TH,245,142
Fristoe,TH,98,153
Lacey 46,TH,494,251
Lacey 47,TH,412,129
Lacey 44,TH,85,59
Hicks,TH,38,23
Salmon Creek,TH,74,150
Lacey 49,TH,135,61
Wards,TH,123,35
South Union,TH,232,259
Boston Harbor,TH,331,95
Olympia 29,TH,269,120
Olympia 28,TH,295,71
Trails End,TH,377,280
Hartwood,TH,376,274
Waddell Creek,TH,136,172
Fleetwood,TH,251,218
Olympia 26,TH,246,63
Olympia 21,TH,359,93
Bald Hills,TH,32,82
Olympia 23,TH,294,102
Violet Prairie,TH,138,318
Lacey 20,TH,73,55
Hawk Acres,TH,139,110
Tumwater 27,TH,244,102
Lacey 21,TH,105,58
Lakeside,TH,89,95
Lacey 22,TH,162,56
Olympia 36,TH,96,31
Glenwood,TH,89,44
Simmons 2(*),TH,0,0
Chambers,TH,297,274
Nisqually,TH,133,146
