Row Label,County,Mary Yu
31-853,PI,56
31-919,PI,273
31-917,PI,375
31-916,PI,251
31-915,PI,50
31-914,PI,214
31-913,PI,114
31-912,PI,214
31-911,PI,151
31-910,PI,246
29-653,PI,311
29-652,PI,35
29-651,PI,367
29-650,PI,319
29-657,PI,6
29-656,PI,301
29-655,PI,142
29-654,PI,362
29-659,PI,189
29-658,PI,290
25-208,PI,446
25-209,PI,432
25-201,PI,457
25-202,PI,360
25-203,PI,421
25-204,PI,361
25-205,PI,418
25-206,PI,260
28-590,PI,9
29-626,PI,9
29-627,PI,0
29-624,PI,0
29-625,PI,4
29-622,PI,248
29-623,PI,73
29-620,PI,177
29-621,PI,1
02-159,PI,199
02-158,PI,293
02-151,PI,111
02-150,PI,298
02-153,PI,274
02-152,PI,350
02-155,PI,352
02-154,PI,269
02-157,PI,425
02-156,PI,434
27-408,PI,435
27-409,PI,418
27-401,PI,211
27-404,PI,142
27-405,PI,444
27-406,PI,538
27-407,PI,416
28-520,PI,450
28-521,PI,475
28-522,PI,473
28-523,PI,468
28-524,PI,500
28-525,PI,531
28-526,PI,331
28-527,PI,546
28-528,PI,459
28-529,PI,359
31-818,PI,87
31-819,PI,139
31-813,PI,154
31-810,PI,175
31-816,PI,272
31-817,PI,347
31-814,PI,40
31-815,PI,232
26-351,PI,394
26-350,PI,422
26-352,PI,405
31-926,PI,10
31-927,PI,241
31-924,PI,176
31-925,PI,86
25-248,PI,454
25-249,PI,410
31-920,PI,219
31-921,PI,233
25-244,PI,476
25-245,PI,2
25-246,PI,32
25-247,PI,368
25-240,PI,157
25-241,PI,207
25-242,PI,423
25-243,PI,329
02-110,PI,199
29-668,PI,250
29-669,PI,335
29-662,PI,0
29-663,PI,315
29-660,PI,398
29-661,PI,273
29-667,PI,348
29-664,PI,329
28-565,PI,334
28-566,PI,351
28-567,PI,390
28-560,PI,470
28-561,PI,273
28-562,PI,220
28-563,PI,130
28-568,PI,390
02-148,PI,360
02-120,PI,291
02-121,PI,367
02-122,PI,382
02-123,PI,364
02-124,PI,292
02-125,PI,277
02-126,PI,371
02-127,PI,218
02-128,PI,382
02-129,PI,222
02-142,PI,253
26-315,PI,458
26-317,PI,424
26-316,PI,493
26-319,PI,375
26-318,PI,354
27-448,PI,10
27-449,PI,379
27-444,PI,322
27-445,PI,313
27-446,PI,324
27-447,PI,353
27-440,PI,386
27-441,PI,313
27-442,PI,256
27-443,PI,272
31-845,PI,248
31-844,PI,188
31-847,PI,138
31-846,PI,118
31-841,PI,150
31-840,PI,129
31-843,PI,200
31-842,PI,252
31-849,PI,109
31-848,PI,44
25-217,PI,447
25-216,PI,262
25-215,PI,394
25-213,PI,474
25-212,PI,421
25-211,PI,379
25-210,PI,513
25-219,PI,422
25-218,PI,406
29-671,PI,294
29-670,PI,357
29-675,PI,346
29-677,PI,326
29-676,PI,324
29-635,PI,82
31-883,PI,367
29-637,PI,296
29-636,PI,386
29-633,PI,30
29-639,PI,303
29-638,PI,167
31-882,PI,278
28-538,PI,379
28-537,PI,464
28-536,PI,436
28-535,PI,476
28-531,PI,400
28-530,PI,201
30-713,PI,4
31-809,PI,281
31-808,PI,281
31-801,PI,194
31-803,PI,322
31-802,PI,283
31-805,PI,311
31-804,PI,289
31-807,PI,3
31-806,PI,343
25-293,PI,371
27-417,PI,465
27-416,PI,439
27-415,PI,463
27-414,PI,449
27-413,PI,418
27-412,PI,386
27-411,PI,488
27-410,PI,450
31-898,PI,312
31-899,PI,180
27-419,PI,415
27-418,PI,397
25-292,PI,400
25-259,PI,390
25-258,PI,399
25-253,PI,244
25-252,PI,344
25-251,PI,336
25-250,PI,163
25-257,PI,342
25-256,PI,366
25-255,PI,253
25-254,PI,229
Total,PI,145580
29-679,PI,262
29-678,PI,262
25-228,PI,382
25-226,PI,279
25-227,PI,213
29-673,PI,358
29-672,PI,202
25-222,PI,304
29-674,PI,112
25-220,PI,2
25-221,PI,382
30-708,PI,248
28-573,PI,249
28-572,PI,362
28-571,PI,6
28-570,PI,5
28-577,PI,16
28-576,PI,373
28-575,PI,2
28-574,PI,83
28-579,PI,63
28-578,PI,79
02-139,PI,326
02-138,PI,425
02-137,PI,172
02-136,PI,62
02-135,PI,379
02-134,PI,400
02-133,PI,100
02-131,PI,419
02-130,PI,199
27-428,PI,366
27-429,PI,384
27-426,PI,385
27-427,PI,374
27-424,PI,415
27-425,PI,368
27-422,PI,541
27-423,PI,469
27-420,PI,489
27-421,PI,370
26-328,PI,351
26-329,PI,446
26-324,PI,443
26-325,PI,382
26-326,PI,461
26-327,PI,429
26-320,PI,410
26-321,PI,537
26-322,PI,476
26-323,PI,464
28-506,PI,469
28-507,PI,386
28-504,PI,431
28-505,PI,486
28-502,PI,468
28-503,PI,475
28-501,PI,457
28-508,PI,204
28-509,PI,0
27-459,PI,223
27-458,PI,232
27-453,PI,257
27-452,PI,336
27-451,PI,291
27-450,PI,396
27-457,PI,326
27-456,PI,270
27-455,PI,302
27-454,PI,361
31-873,PI,65
31-874,PI,0
31-875,PI,353
31-876,PI,22
31-877,PI,145
31-879,PI,75
25-283,PI,221
25-262,PI,360
25-263,PI,320
25-260,PI,399
25-261,PI,294
25-266,PI,408
25-267,PI,189
25-264,PI,428
25-265,PI,406
25-268,PI,207
25-269,PI,254
29-600,PI,0
29-601,PI,271
29-602,PI,241
29-603,PI,316
29-604,PI,308
29-605,PI,254
29-606,PI,333
29-607,PI,384
29-608,PI,271
29-609,PI,219
31-881,PI,182
28-548,PI,346
28-549,PI,381
31-880,PI,115
28-542,PI,406
28-543,PI,360
28-540,PI,545
28-541,PI,402
28-546,PI,416
28-547,PI,532
28-545,PI,430
02-106,PI,388
30-709,PI,272
02-105,PI,129
02-101,PI,126
31-885,PI,120
30-701,PI,14
30-707,PI,161
30-706,PI,270
30-705,PI,179
31-884,PI,326
31-834,PI,233
31-835,PI,448
31-836,PI,285
31-837,PI,240
31-830,PI,122
31-887,PI,238
31-833,PI,300
31-886,PI,274
31-838,PI,217
31-839,PI,25
27-462,PI,404
27-463,PI,302
27-460,PI,374
27-461,PI,433
27-466,PI,344
27-467,PI,336
27-464,PI,338
27-465,PI,299
31-888,PI,242
27-468,PI,309
