Row Label,County,No,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Yes
SEA 36-2147,KI,113,489,13,338,0,212
SEA 36-1719,KI,91,510,20,299,0,188
SEA 36-1718,KI,53,318,9,155,0,93
SEA 37-1834,KI,66,386,11,188,0,111
SEA 46-1404,KI,75,441,9,217,0,133
SEA 46-2371,KI,177,656,17,371,0,177
SEA 34-3263,KI,104,415,8,194,1,81
SEA 34-3265,KI,85,353,11,168,0,72
SEA 34-3264,KI,91,340,11,180,0,78
SEA 34-3266,KI,68,311,2,117,0,47
SEA 46-2285,KI,57,286,15,211,0,139
SEA 11-1928,KI,51,298,10,145,0,84
SEA 43-2850,KI,43,359,10,182,0,129
SEA 37-1938,KI,76,394,14,247,0,157
SEA 46-2283,KI,63,348,9,214,0,142
SEA 36-1398,KI,76,503,9,265,0,180
SEA 46-2326,KI,128,574,22,271,0,121
SEA 46-2327,KI,78,381,15,190,0,97
SEA 46-2324,KI,90,432,14,237,0,133
SEA 43-2047,KI,92,662,22,403,0,289
SEA 46-2289,KI,72,338,10,203,0,121
SEA 46-2323,KI,128,554,20,310,0,162
SEA 46-2320,KI,115,350,10,222,0,97
SEA 46-2321,KI,87,333,8,225,0,130
SEA 37-3694,KI,4,92,2,44,0,38
SEA 43-1368,KI,33,292,6,184,1,144
SEA 34-1461,KI,120,399,12,268,0,136
SEA 36-1273,KI,68,279,13,201,0,120
SEA 34-1508,KI,116,295,11,182,0,55
SEA 34-1509,KI,78,281,8,177,0,91
SEA 34-1465,KI,101,372,14,251,0,136
SEA 34-1464,KI,114,359,8,245,0,123
SEA 34-1467,KI,128,551,23,339,0,188
SEA 34-1466,KI,60,303,12,179,0,107
SEA 34-1502,KI,96,342,3,223,0,124
SEA 34-1468,KI,101,448,7,256,0,148
SEA 34-1500,KI,140,584,23,328,0,165
SEA 34-1501,KI,112,369,8,248,0,128
SEA 34-1506,KI,72,299,11,183,0,100
SEA 34-1507,KI,109,357,10,230,0,111
SEA 34-1504,KI,107,418,18,267,0,142
SEA 46-2291,KI,74,387,7,204,0,123
SEA 43-1821,KI,54,233,7,144,0,83
SEA 43-1869,KI,50,465,12,270,0,208
SEA 46-2296,KI,80,391,15,237,0,142
SEA 46-2277,KI,117,568,9,368,0,242
SEA 43-1369,KI,46,285,8,165,0,111
SEA 43-2015,KI,76,333,15,195,0,104
SEA 37-1950,KI,22,187,2,67,0,43
SEA 34-1489,KI,146,744,9,338,0,183
SEA 34-1488,KI,124,692,17,284,0,143
SEA 34-1482,KI,67,321,9,180,0,104
SEA 34-1481,KI,92,479,12,227,0,123
SEA 34-1480,KI,149,594,8,339,0,182
SEA 34-1487,KI,98,335,7,205,0,100
SEA 34-1486,KI,82,364,7,201,0,112
SEA 34-1485,KI,112,708,30,307,0,165
SEA 34-1484,KI,91,345,13,180,0,76
SEA 36-3153,KI,58,390,12,187,0,117
SEA 46-2358,KI,166,846,26,494,0,302
SEA 37-1918,KI,59,347,11,212,0,142
SEA 37-1919,KI,79,378,11,207,0,117
SEA 37-2686,KI,68,604,28,291,0,195
SEA 36-3252,KI,110,477,7,211,0,94
SEA 37-1915,KI,78,384,11,260,0,171
SEA 37-1916,KI,67,357,15,261,0,179
SEA 37-1917,KI,89,454,14,311,0,208
SEA 37-1910,KI,91,513,18,329,0,220
SEA 37-1911,KI,79,284,11,191,0,101
SEA 46-2355,KI,104,354,16,224,0,104
SEA 37-1913,KI,55,338,15,239,0,169
SEA 37-1854,KI,48,386,12,190,0,130
SEA 43-1330,KI,62,404,17,238,0,159
SEA 43-1849,KI,20,323,3,161,0,138
SEA 37-1850,KI,114,650,12,346,0,220
SEA 37-1853,KI,27,281,11,120,0,82
SEA 43-1845,KI,39,575,10,277,0,228
SEA 43-1847,KI,40,484,4,227,0,183
SEA 43-1846,KI,30,345,4,158,0,124
SEA 43-1843,KI,31,551,19,251,0,201
SEA 43-1842,KI,61,521,29,282,0,192
SEA 43-2104,KI,75,379,18,260,0,167
SEA 43-2029,KI,149,706,21,488,0,318
SEA 46-2309,KI,72,300,9,184,0,103
SEA 46-2142,KI,154,674,19,357,0,184
SEA 43-1262,KI,97,468,10,308,0,201
SEA 36-2795,KI,68,479,5,209,0,136
SEA 43-1265,KI,51,256,6,148,0,91
SEA 37-1637,KI,94,760,21,295,0,180
SEA 43-1264,KI,71,361,13,248,0,164
SEA 37-1651,KI,121,736,19,256,0,116
SEA 43-2025,KI,77,556,12,360,0,271
SEA 37-1930,KI,123,738,20,391,0,248
SEA 43-1266,KI,61,351,18,213,0,134
SEA 46-2145,KI,120,497,21,297,0,156
SEA 36-1751,KI,57,368,11,212,0,144
SEA 36-1750,KI,118,493,11,296,0,167
SEA 36-1752,KI,95,437,8,244,0,141
SEA 36-1755,KI,45,272,13,158,0,100
SEA 36-1754,KI,91,387,11,252,0,150
SEA 36-1757,KI,60,262,7,166,0,99
SEA 36-1756,KI,161,682,18,393,0,214
SEA 36-1759,KI,58,274,5,169,0,106
SEA 36-1758,KI,84,351,9,246,0,153
SEA 43-2043,KI,43,292,2,193,0,148
SEA 43-2044,KI,28,350,10,186,0,148
SEA 43-2045,KI,50,315,10,189,0,129
SEA 11-1256,KI,136,627,8,242,0,98
SEA 34-1533,KI,75,229,8,159,0,76
SEA 34-1532,KI,67,237,1,138,0,70
SEA 43-1263,KI,55,350,11,230,0,164
SEA 34-1530,KI,174,619,8,367,0,185
SEA 34-1537,KI,87,289,4,156,0,65
SEA 34-1536,KI,99,304,7,191,0,85
SEA 34-1535,KI,87,239,6,146,0,53
SEA 34-1534,KI,130,362,13,238,0,95
SEA 43-1269,KI,63,357,11,234,0,160
SEA 43-1268,KI,67,352,10,254,0,177
SEA 34-1539,KI,108,356,7,198,0,83
SEA 34-1538,KI,111,378,10,202,0,81
SEA 43-2048,KI,65,376,11,214,0,138
SEA 46-2343,KI,80,341,10,194,0,104
SEA 46-2298,KI,75,321,10,205,0,120
SEA 36-2505,KI,119,324,7,228,0,102
SEA 36-2504,KI,83,303,4,213,0,126
SEA 36-2507,KI,76,283,10,180,0,94
SEA 36-2506,KI,67,311,13,202,2,120
SEA 36-2503,KI,83,305,5,196,0,108
SEA 36-2502,KI,79,378,11,284,0,194
SEA 36-2134,KI,98,490,13,266,0,155
SEA 46-3677,KI,78,320,10,181,0,93
SEA 36-2130,KI,79,388,10,243,0,154
SEA 36-2131,KI,176,851,23,453,0,254
SEA 36-2133,KI,141,698,30,348,0,177
SEA 34-1546,KI,111,385,19,257,0,127
SEA 43-1787,KI,55,564,11,277,0,211
SEA 11-1602,KI,94,598,10,288,0,184
SEA 34-1545,KI,120,422,5,224,0,99
SEA 34-1543,KI,121,327,9,218,0,88
SEA 34-1540,KI,76,333,6,176,0,94
SEA 34-1541,KI,141,380,19,235,0,75
SEA 46-1312,KI,70,326,9,181,0,102
SEA 46-1313,KI,54,280,9,168,0,105
SEA 46-1310,KI,72,397,9,229,0,148
SEA 46-1311,KI,62,427,9,198,0,127
SEA 43-1788,KI,104,807,38,580,0,438
SEA 37-3666,KI,49,422,9,128,0,70
SEA 36-1808,KI,57,275,6,156,0,93
SEA 36-1805,KI,83,473,13,239,0,143
SEA 36-1806,KI,74,598,16,281,0,191
SEA 36-1801,KI,111,896,28,391,0,252
SEA 36-1803,KI,79,298,8,178,0,91
SEA 36-3586,KI,118,801,19,407,0,270
SEA 36-3587,KI,84,590,14,273,0,175
SEA 37-1563,KI,58,323,3,111,0,50
SEA 37-1565,KI,73,331,10,172,0,89
SEA 37-1564,KI,104,396,5,227,0,118
SEA 36-3669,KI,61,349,3,157,0,93
SEA 37-1566,KI,112,327,14,176,0,50
SEA 37-1568,KI,109,434,10,179,0,60
SEA 43-2083,KI,50,422,14,215,0,151
SEA 46-2252,KI,57,261,8,172,0,107
SEA 46-2253,KI,112,521,16,322,0,194
SEA 46-2251,KI,130,555,17,352,0,205
SEA 32-2206,KI,116,412,12,266,0,138
SEA 46-2316,KI,102,411,14,239,0,123
SEA 32-2204,KI,110,339,9,230,0,111
SEA 46-2314,KI,81,337,4,217,0,132
SEA 32-2202,KI,115,436,15,250,0,120
SEA 32-2203,KI,190,758,22,422,0,210
SEA 32-2200,KI,121,385,9,263,0,133
SEA 32-2201,KI,147,463,9,315,0,159
SEA 46-2619,KI,130,539,18,279,0,131
SEA 43-2545,KI,79,699,5,375,0,291
SEA 32-2208,KI,80,350,12,224,0,132
SEA 32-2209,KI,206,599,23,402,0,173
SEA 36-2592,KI,53,352,4,205,0,148
SEA 36-2593,KI,72,289,7,174,0,95
SEA 34-1438,KI,95,328,16,209,0,98
SEA 34-1439,KI,108,369,8,220,0,104
SEA 34-1432,KI,105,331,5,218,0,108
SEA 34-1433,KI,86,319,9,208,0,113
SEA 34-1430,KI,76,322,5,190,0,109
SEA 34-1431,KI,85,308,12,203,0,106
SEA 34-1436,KI,83,362,14,156,0,59
SEA 34-1437,KI,99,498,21,254,0,134
SEA 34-1434,KI,91,271,12,183,0,80
SEA 34-1435,KI,75,299,17,178,0,86
SEA 36-2509,KI,88,403,16,260,0,156
SEA 36-2508,KI,126,427,6,293,0,161
SEA 46-2352,KI,78,338,5,181,0,98
SEA 46-1955,KI,93,558,9,289,0,187
SEA 11-1600,KI,95,550,13,257,0,149
SEA 46-2228,KI,96,486,10,234,0,128
SEA 46-2221,KI,169,513,11,298,0,118
SEA 43-1280,KI,116,669,15,337,0,206
SEA 43-1784,KI,94,500,15,308,0,199
SEA 36-3267,KI,68,548,8,219,0,143
SEA 37-1886,KI,67,523,6,293,0,220
SEA 37-1884,KI,89,643,15,385,0,281
SEA 37-1885,KI,52,398,9,223,0,162
SEA 37-1882,KI,48,395,9,193,0,136
SEA 37-1883,KI,54,423,10,204,0,140
SEA 37-1880,KI,61,514,9,276,0,206
SEA 37-1881,KI,45,396,9,188,0,134
SEA 43-1780,KI,62,350,14,208,0,132
SEA 43-1781,KI,30,326,9,164,0,125
SEA 46-2292,KI,91,505,18,288,0,179
SEA 36-1386,KI,93,315,4,213,0,116
SEA 36-1387,KI,120,462,21,289,0,148
SEA 36-1384,KI,76,309,7,228,0,145
SEA 36-1385,KI,72,243,7,175,0,96
SEA 36-1382,KI,87,374,12,233,0,134
SEA 36-1388,KI,75,337,10,220,0,135
SEA 36-1389,KI,58,259,6,163,0,99
SEA 43-1274,KI,73,302,8,216,0,135
SEA 43-2006,KI,63,298,9,169,0,97
SEA 43-2007,KI,56,256,8,164,0,100
SEA 43-2000,KI,73,550,8,294,0,213
SEA 43-2001,KI,161,648,21,433,0,251
SEA 43-2002,KI,115,587,16,391,0,260
SEA 46-2293,KI,106,441,11,292,0,175
SEA 46-1957,KI,159,553,27,354,0,168
SEA 37-2861,KI,85,391,12,243,0,146
SEA 43-2009,KI,81,487,11,329,0,237
SEA 37-1635,KI,85,524,16,199,0,98
SEA 37-1589,KI,64,290,10,217,0,143
SEA 37-1588,KI,51,244,4,159,0,104
SEA 46-1314,KI,84,330,11,210,0,115
SEA 37-1634,KI,98,473,5,191,0,88
SEA 37-1583,KI,127,700,18,382,0,237
SEA 37-1582,KI,121,715,10,291,0,160
SEA 37-1580,KI,79,333,6,160,0,75
SEA 37-1587,KI,82,311,8,195,0,105
SEA 37-1586,KI,88,373,10,251,0,153
SEA 36-3566,KI,140,579,9,307,0,158
SEA 36-1299,KI,82,425,11,260,0,167
SEA 43-1347,KI,124,726,21,435,0,290
SEA 43-1344,KI,77,452,11,292,0,204
SEA 37-1636,KI,83,586,10,217,0,124
SEA 43-1342,KI,42,366,11,237,0,184
SEA 43-1343,KI,58,355,12,215,0,145
SEA 43-1341,KI,92,499,18,351,0,241
SEA 46-2290,KI,81,289,8,195,0,106
SEA 46-2272,KI,104,367,15,247,0,128
SEA 43-1348,KI,75,555,16,317,0,226
SEA 37-1630,KI,88,309,11,169,0,70
SEA 46-1284,KI,44,278,12,140,0,84
SEA 46-1285,KI,60,303,5,182,0,117
SEA 43-1975,KI,18,439,5,63,0,40
SEA 37-1633,KI,75,329,10,163,0,78
SEA 46-1282,KI,141,656,15,399,0,243
SEA 43-1976,KI,12,242,8,94,0,74
SEA 37-1632,KI,74,292,6,173,0,93
SEA 43-3320,KI,84,515,8,241,0,149
SEA 36-1661,KI,93,277,15,193,0,85
SEA 43-2014,KI,74,352,11,260,0,175
SEA 36-1663,KI,110,275,12,205,0,83
SEA 36-1709,KI,51,359,11,154,0,92
SEA 36-1665,KI,183,515,12,356,0,161
SEA 36-1664,KI,110,326,15,218,0,93
SEA 46-1963,KI,43,278,12,152,0,97
SEA 36-1666,KI,182,572,14,360,0,164
SEA 36-1702,KI,152,606,22,372,0,198
SEA 36-1668,KI,123,443,6,244,0,115
SEA 36-1700,KI,95,383,11,208,0,102
SEA 36-1701,KI,98,331,6,231,0,127
SEA 46-1969,KI,68,278,8,169,0,93
SEA 11-1641,KI,98,539,14,183,0,71
SEA 36-1704,KI,98,640,15,251,0,138
SEA 46-2094,KI,50,283,9,178,0,119
SEA 46-2095,KI,42,279,4,187,0,141
SEA 36-3319,KI,125,867,17,365,0,223
SEA 36-3318,KI,119,680,23,428,0,286
SEA 46-2090,KI,82,494,16,262,0,164
SEA 46-2091,KI,78,451,8,265,0,179
SEA 46-2092,KI,67,311,10,225,0,148
SEA 46-2093,KI,88,462,4,317,0,225
SEA 34-1411,KI,101,307,12,197,0,84
SEA 46-2099,KI,96,437,22,293,0,175
SEA 43-2853,KI,29,440,3,206,0,174
SEA 43-2852,KI,33,501,13,226,0,180
SEA 36-1689,KI,153,484,14,313,0,146
SEA 36-1688,KI,106,273,4,179,0,69
SEA 43-2113,KI,31,393,3,140,0,106
SEA 36-1683,KI,108,305,15,205,0,82
SEA 36-1682,KI,103,309,4,190,0,83
SEA 34-1409,KI,134,422,14,270,0,122
SEA 34-1408,KI,278,708,23,481,0,180
SEA 36-1687,KI,137,644,18,309,0,154
SEA 36-1686,KI,141,768,18,352,0,193
SEA 36-1685,KI,85,418,5,220,0,130
SEA 36-1684,KI,66,338,9,173,0,98
SEA 43-1333,KI,84,340,8,229,0,137
SEA 43-1332,KI,77,385,13,267,0,177
SEA 43-1331,KI,55,366,5,224,0,164
SEA 37-1647,KI,153,669,23,349,0,173
SEA 43-1335,KI,97,637,21,377,0,259
SEA 43-1334,KI,65,446,11,262,0,186
SEA 36-1768,KI,84,331,8,201,0,109
SEA 43-1339,KI,58,298,5,187,0,124
SEA 43-1338,KI,76,449,11,302,0,215
SEA 43-1861,KI,88,750,5,432,0,339
SEA 46-2297,KI,73,283,9,169,0,87
SEA 46-2261,KI,66,256,10,175,0,99
SEA 36-2172,KI,74,319,10,214,0,130
SEA 37-1643,KI,126,682,21,228,0,81
SEA 34-1476,KI,87,273,5,170,0,78
SEA 34-1477,KI,89,307,14,200,1,96
SEA 34-1474,KI,104,402,11,227,0,112
SEA 34-1475,KI,76,311,10,176,0,90
SEA 34-1472,KI,70,239,16,171,0,85
SEA 34-1473,KI,76,319,8,180,0,96
SEA 34-1470,KI,136,677,20,352,0,196
SEA 34-1471,KI,118,492,15,305,0,172
SEA 43-3424,KI,47,407,11,219,0,161
SEA 36-2149,KI,75,367,21,261,0,165
SEA 36-2148,KI,85,359,10,229,0,134
SEA 34-1478,KI,82,253,5,163,0,76
SEA 34-1479,KI,86,313,11,200,0,103
SEA 34-1259,KI,106,328,11,205,0,88
SEA 43-2050,KI,64,442,17,222,0,141
SEA 37-1567,KI,71,332,8,156,0,77
SEA 37-1648,KI,128,695,17,327,0,182
SEA 37-3617,KI,90,553,11,235,0,134
SEA 46-2295,KI,97,481,14,310,0,199
SEA 34-1498,KI,169,668,11,330,0,150
SEA 34-1499,KI,129,483,15,289,0,145
SEA 34-1258,KI,123,341,15,225,0,87
SEA 46-2257,KI,172,799,24,509,0,313
SEA 34-1490,KI,117,437,10,235,0,108
SEA 34-1493,KI,120,722,15,320,0,185
SEA 34-1494,KI,120,536,15,265,0,130
SEA 34-1496,KI,172,826,20,389,0,197
SEA 34-1497,KI,188,728,12,336,0,136
SEA 46-2267,KI,90,518,11,241,0,140
SEA 37-1920,KI,127,574,11,339,0,201
SEA 46-2264,KI,163,768,16,487,0,308
SEA 37-1925,KI,52,319,21,153,0,80
SEA 37-1927,KI,72,409,7,216,0,137
SEA 46-2260,KI,156,722,18,511,0,337
SEA 46-2340,KI,145,680,15,381,0,221
SEA 11-1942,KI,96,526,10,271,0,165
SEA 11-1941,KI,85,431,7,224,0,132
SEA 37-1841,KI,96,813,23,396,0,277
SEA 11-1947,KI,85,453,8,204,0,111
SEA 46-2345,KI,86,294,7,196,0,103
SEA 11-1945,KI,154,703,21,341,0,166
SEA 46-2268,KI,86,330,9,205,0,110
SEA 43-1999,KI,83,439,18,270,0,169
SEA 43-1851,KI,70,694,12,413,0,331
SEA 43-1856,KI,49,579,15,322,0,258
SEA 37-1621,KI,73,342,13,151,0,65
SEA 43-1855,KI,71,619,12,337,0,254
SEA 43-1993,KI,47,238,6,147,0,94
SEA 43-1992,KI,237,652,33,410,0,140
SEA 43-1858,KI,30,335,7,203,0,166
SEA 43-1859,KI,62,553,15,286,0,209
SEA 43-1997,KI,72,295,9,194,0,113
SEA 43-1996,KI,63,298,14,193,0,116
SEA 43-1995,KI,31,244,8,163,0,124
SEA 43-1857,KI,41,528,15,251,0,195
SEA 46-2317,KI,116,433,7,269,0,146
SEA 43-3685,KI,64,258,11,158,0,83
SEA 46-2346,KI,76,364,9,193,0,108
SEA 43-2052,KI,28,445,6,143,0,109
SEA 46-2127,KI,111,494,20,278,0,147
SEA 43-1991,KI,195,839,30,487,0,262
SEA 43-1990,KI,112,458,17,260,0,131
SEA 43-2064,KI,26,370,11,148,0,111
SEA 46-2310,KI,100,386,12,277,0,165
SEA 46-2286,KI,106,437,10,279,0,163
SEA 36-3689,KI,47,398,8,166,0,111
SEA 43-1378,KI,53,308,7,219,0,159
SEA 46-2305,KI,126,364,13,253,0,114
SEA 36-3686,KI,93,501,13,254,0,148
SEA 46-2280,KI,144,645,20,396,0,232
SEA 43-2543,KI,24,313,1,153,0,128
SEA 46-2369,KI,100,419,22,262,0,140
SEA 46-2328,KI,72,299,4,147,0,71
SEA 43-2040,KI,31,476,10,214,0,173
SEA 46-2282,KI,146,653,18,429,0,265
SEA 46-2319,KI,135,506,14,323,0,174
SEA 46-2098,KI,101,436,16,285,0,168
SEA 46-2318,KI,62,277,8,188,0,118
SEA 36-1746,KI,80,313,7,203,0,116
SEA 36-1747,KI,65,296,10,195,0,120
SEA 36-1744,KI,68,393,14,228,0,146
SEA 46-2325,KI,105,405,22,242,0,115
SEA 36-1742,KI,72,296,8,185,0,105
SEA 36-1743,KI,70,391,18,206,0,118
SEA 36-1740,KI,85,323,8,208,0,115
SEA 36-1741,KI,71,325,11,207,0,125
SEA 43-2075,KI,49,458,5,163,0,109
SEA 43-2074,KI,73,564,16,316,0,227
SEA 43-2076,KI,28,403,8,137,0,101
SEA 43-2071,KI,70,371,12,260,0,178
SEA 36-2590,KI,65,364,9,213,0,139
SEA 36-1748,KI,61,261,9,169,0,99
SEA 36-1749,KI,126,681,13,370,0,231
SEA 46-2274,KI,63,256,9,167,0,95
SEA 46-2349,KI,100,382,6,220,0,114
SEA 43-2110,KI,28,452,8,186,0,150
SEA 34-1520,KI,82,314,8,190,0,100
SEA 34-1521,KI,93,266,10,181,0,78
SEA 34-1522,KI,82,261,8,171,0,81
SEA 34-1523,KI,101,296,9,193,0,83
SEA 34-1524,KI,97,291,7,199,0,95
SEA 34-1526,KI,73,248,6,156,0,77
SEA 34-1527,KI,153,684,17,351,0,181
SEA 43-1377,KI,59,330,7,207,0,141
SEA 34-1529,KI,64,266,9,132,0,59
SEA 43-1375,KI,57,327,7,222,0,158
SEA 43-1374,KI,57,295,5,205,0,143
SEA 32-3568,KI,154,849,31,383,0,198
SEA 43-1372,KI,41,335,6,224,0,177
SEA 43-1278,KI,87,588,11,308,0,210
SEA 43-1279,KI,92,684,24,406,0,290
SEA 43-2862,KI,101,736,13,360,0,246
SEA 36-2518,KI,99,425,13,246,0,134
SEA 43-1887,KI,92,648,14,365,0,259
SEA 36-2512,KI,128,505,22,331,0,181
SEA 36-2513,KI,137,434,16,301,0,148
SEA 36-2510,KI,100,352,7,221,0,114
SEA 36-2118,KI,79,383,8,250,0,163
SEA 36-2517,KI,163,613,11,382,0,208
SEA 36-2514,KI,96,298,6,193,0,91
SEA 36-2515,KI,91,361,12,233,0,130
SEA 37-1619,KI,90,449,20,256,0,146
SEA 37-1618,KI,47,389,5,188,0,136
SEA 37-1613,KI,69,292,13,200,0,118
SEA 37-1612,KI,71,288,12,191,0,108
SEA 37-1611,KI,57,289,3,191,0,131
SEA 37-1610,KI,58,331,7,206,0,141
SEA 37-1617,KI,51,323,12,201,0,138
SEA 37-1616,KI,59,351,7,207,0,141
SEA 37-1615,KI,71,343,3,205,0,131
SEA 37-1614,KI,59,260,3,155,0,93
SEA 36-1324,KI,128,779,14,477,0,335
SEA 36-1732,KI,100,449,15,278,0,163
SEA 36-1731,KI,88,404,5,230,0,137
SEA 36-1730,KI,87,385,8,222,0,127
SEA 36-1737,KI,67,416,8,193,0,118
SEA 36-1736,KI,85,341,10,209,0,114
SEA 36-1735,KI,66,252,3,160,0,91
SEA 36-1734,KI,89,497,16,286,0,181
SEA 46-2128,KI,92,542,18,247,0,137
SEA 36-1739,KI,75,309,14,207,0,118
SEA 36-1738,KI,62,295,8,190,0,120
SEA 11-1639,KI,99,551,14,193,0,80
SEA 36-1329,KI,79,410,9,254,0,166
SEA 43-3665,KI,67,379,11,184,0,106
SEA 36-1812,KI,95,469,15,251,0,141
SEA 36-1813,KI,68,330,5,174,0,101
SEA 11-1550,KI,91,563,5,222,0,126
SEA 46-2299,KI,69,393,6,229,0,154
SEA 11-1552,KI,73,379,16,166,0,77
SEA 36-1815,KI,110,453,12,273,0,151
SEA 43-2928,KI,58,639,18,339,0,263
SEA 37-1576,KI,107,435,9,186,0,70
SEA 37-1574,KI,106,417,7,179,0,66
SEA 37-1575,KI,68,377,11,124,0,45
SEA 37-1572,KI,93,307,14,180,0,73
SEA 36-3679,KI,41,314,7,137,0,89
SEA 37-1570,KI,174,659,22,304,0,108
SEA 37-1571,KI,130,432,10,250,0,110
SEA 34-1511,KI,86,320,12,172,0,74
SEA 37-1578,KI,103,413,12,172,0,57
SEA 37-1579,KI,39,247,4,108,0,65
SEA 46-2304,KI,77,369,8,233,0,148
SEA 36-2170,KI,109,450,12,285,0,164
SEA 46-2306,KI,77,307,12,195,0,106
SEA 46-2307,KI,63,313,5,215,0,147
SEA 46-2300,KI,118,490,19,327,0,190
SEA 43-1818,KI,76,295,21,196,0,99
SEA 34-1460,KI,113,324,8,209,0,88
SEA 43-1817,KI,55,264,6,134,0,73
SEA 46-2308,KI,91,377,8,230,0,131
SEA 34-1463,KI,86,259,6,178,0,86
SEA 34-1462,KI,107,339,9,199,0,83
SEA 34-1449,KI,101,367,7,213,0,105
SEA 34-1448,KI,74,270,9,181,0,98
SEA 34-1446,KI,115,398,17,237,0,105
SEA 34-1444,KI,202,595,13,365,0,150
SEA 34-1443,KI,141,380,12,266,0,113
SEA 34-1442,KI,86,380,11,207,0,110
SEA 34-1441,KI,83,264,7,156,0,66
SEA 34-1440,KI,66,242,11,149,0,72
SEA 43-2088,KI,90,694,36,361,0,235
SEA 43-2089,KI,12,341,7,65,0,46
SEA 43-2084,KI,107,668,18,445,0,320
SEA 43-1360,KI,63,622,18,379,0,298
SEA 46-1283,KI,86,391,11,204,0,107
SEA 43-2081,KI,16,385,1,35,0,18
SEA 43-1361,KI,44,417,8,238,0,186
SEA 34-1469,KI,82,362,11,182,0,89
SEA 43-2544,KI,141,887,35,537,0,361
SEA 43-2058,KI,84,247,11,150,0,55
SEA 46-2342,KI,97,406,2,187,0,88
SEA 43-2547,KI,35,461,8,204,0,161
SEA 43-2546,KI,29,324,6,176,0,141
SEA 36-2536,KI,135,567,21,329,0,173
SEA 43-1291,KI,138,684,17,487,0,332
SEA 46-2234,KI,79,274,9,182,0,94
SEA 46-2236,KI,75,350,5,218,0,138
SEA 46-2796,KI,110,456,15,229,0,104
SEA 37-1872,KI,125,581,14,359,0,220
SEA 37-1871,KI,88,629,11,389,0,290
SEA 43-1868,KI,35,353,9,233,0,189
SEA 37-1876,KI,74,766,18,444,0,352
SEA 37-1875,KI,55,525,13,288,0,220
