Row Label,PrecinctCode,County,Registered Voters,Clint Didier,Dan Newhouse
4605,4605,YA,NULL,2,2
4606,4606,YA,NULL,153,228
4608,4608,YA,NULL,55,78
4609,4609,YA,NULL,94,95
4615,4615,YA,NULL,94,220
4616,4616,YA,NULL,52,106
4618,4618,YA,NULL,92,173
4623,4623,YA,NULL,28,17
4624,4624,YA,NULL,102,112
4625,4625,YA,NULL,9,3
4626,4626,YA,NULL,6,10
4627,4627,YA,NULL,51,70
4628,4628,YA,NULL,39,77
4801,4801,YA,NULL,347,282
4802,4802,YA,NULL,250,375
5001,5001,YA,NULL,32,67
5003,5003,YA,NULL,168,198
5010,5010,YA,NULL,40,83
5012,5012,YA,NULL,129,150
5014,5014,YA,NULL,174,203
5016,5016,YA,NULL,77,88
5020,5020,YA,NULL,130,126
5101,5101,YA,NULL,67,120
5202,5202,YA,NULL,0,0
