Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Johnson Point,160,TH,NULL,92,282
Wards,161,TH,NULL,31,95
Thompson,162,TH,NULL,55,117
Smith Lake,163,TH,NULL,86,206
Evergreen Shores,164,TH,NULL,65,171
Sunwood Lakes,165,TH,NULL,108,313
Eaton Creek,166,TH,NULL,45,137
Hawks Ridge,167,TH,NULL,35,73
Holmes,168,TH,NULL,67,178
Mcallister Creek,169,TH,NULL,94,133
Rochester 3,170,TH,NULL,73,195
Waddell Creek,171,TH,NULL,60,162
Tykle Cove,172,TH,NULL,53,231
Camelot,173,TH,NULL,66,117
French,174,TH,NULL,83,233
Sunset Beach,175,TH,NULL,63,277
Henderson,176,TH,NULL,87,284
Pattison,178,TH,NULL,110,191
Four Corners,179,TH,NULL,132,289
Stedman,180,TH,NULL,51,154
Munn Lake,182,TH,NULL,54,112
Beach Crest,183,TH,NULL,79,147
Scheller,184,TH,NULL,41,94
Fair Oaks,185,TH,NULL,52,152
Wilderness,186,TH,NULL,80,296
Mullen,187,TH,NULL,100,233
Sleater Kinney,189,TH,NULL,81,168
Lakeside,190,TH,NULL,36,120
Gallagher Cove,191,TH,NULL,111,313
East Olympia,192,TH,NULL,58,201
Berry Valley,193,TH,NULL,90,137
Hartwood,194,TH,NULL,136,360
Libby,195,TH,NULL,64,171
Meadows,196,TH,NULL,89,134
Summerset,197,TH,NULL,110,339
Henness,198,TH,NULL,105,339
Beaver Creek,199,TH,NULL,125,374
Olympia 01,201,TH,NULL,68,164
Olympia 02,202,TH,NULL,89,161
Olympia 03,203,TH,NULL,73,174
Olympia 04,204,TH,NULL,67,169
Olympia 05,205,TH,NULL,85,146
Olympia 06,206,TH,NULL,123,290
Olympia 07,207,TH,NULL,52,86
Olympia 08,208,TH,NULL,53,215
Olympia 09,209,TH,NULL,109,331
Olympia 10,210,TH,NULL,72,224
Olympia 11,211,TH,NULL,57,183
Olympia 12,212,TH,NULL,37,98
Olympia 13,213,TH,NULL,86,183
Olympia 14,214,TH,NULL,67,155
Olympia 15,215,TH,NULL,70,145
Olympia 16,216,TH,NULL,13,33
Olympia 17,217,TH,NULL,52,127
Olympia 18,218,TH,NULL,70,185
Olympia 19,219,TH,NULL,72,155
Olympia 20,220,TH,NULL,41,97
Olympia 21,221,TH,NULL,85,293
Olympia 23,223,TH,NULL,89,215
Olympia 24,224,TH,NULL,69,183
Olympia 25,225,TH,NULL,50,155
Olympia 26,226,TH,NULL,75,174
Olympia 27,227,TH,NULL,37,85
Olympia 28,228,TH,NULL,67,210
Olympia 29,229,TH,NULL,81,234
Olympia 30,230,TH,NULL,62,161
Olympia 31,231,TH,NULL,53,168
Olympia 32,232,TH,NULL,77,263
Olympia 35,235,TH,NULL,108,361
Olympia 36,236,TH,NULL,32,71
Olympia 37,237,TH,NULL,40,140
Olympia 38,238,TH,NULL,28,36
Olympia 39,239,TH,NULL,77,181
Olympia 40,240,TH,NULL,43,169
Olympia 41,241,TH,NULL,71,204
Olympia 42,242,TH,NULL,50,134
Olympia 43,243,TH,NULL,92,225
Olympia 44,244,TH,NULL,41,83
Olympia 45,245,TH,NULL,51,103
Olympia 46,246,TH,NULL,76,168
Olympia 47,247,TH,NULL,83,208
Olympia 48,248,TH,NULL,93,248
Olympia 49,249,TH,NULL,84,191
Olympia 50,250,TH,NULL,56,151
Olympia 51,251,TH,NULL,13,50
Olympia 52,252,TH,NULL,38,108
Olympia 53,253,TH,NULL,69,171
Olympia 54,254,TH,NULL,55,121
Olympia 55,255,TH,NULL,43,96
Olympia 56,256,TH,NULL,76,162
Olympia 57,257,TH,NULL,46,79
Olympia 58,258,TH,NULL,64,178
Olympia 59,259,TH,NULL,78,158
Olympia 60,260,TH,NULL,47,115
Lacey 01,301,TH,NULL,28,71
Lacey 02,302,TH,NULL,58,123
Lacey 03,303,TH,NULL,59,178
Lacey 04,304,TH,NULL,39,87
Lacey 05,305,TH,NULL,48,115
Lacey 06,306,TH,NULL,27,69
Lacey 07,307,TH,NULL,70,142
Lacey 08,308,TH,NULL,56,104
Lacey 09,309,TH,NULL,43,76
Lacey 10,310,TH,NULL,71,229
Lacey 11,311,TH,NULL,60,191
Lacey 13,313,TH,NULL,29,86
Lacey 14,314,TH,NULL,21,77
Lacey 15,315,TH,NULL,63,171
Lacey 16,316,TH,NULL,54,187
Lacey 17,317,TH,NULL,72,166
Lacey 18,318,TH,NULL,99,184
Lacey 19,319,TH,NULL,62,115
Lacey 20,320,TH,NULL,33,75
Lacey 21,321,TH,NULL,40,90
Lacey 22,322,TH,NULL,51,116
Lacey 23,323,TH,NULL,27,84
Lacey 24,324,TH,NULL,130,235
Lacey 27,327,TH,NULL,63,172
Lacey 28,328,TH,NULL,43,132
Lacey 29,329,TH,NULL,104,185
Lacey 30,330,TH,NULL,100,264
Lacey 31,331,TH,NULL,47,154
Lacey 32,332,TH,NULL,111,164
Lacey 33,333,TH,NULL,48,87
Lacey 34,334,TH,NULL,43,104
Lacey 35,335,TH,NULL,30,64
Lacey 36,336,TH,NULL,65,91
Lacey 37,337,TH,NULL,21,53
Lacey 39,339,TH,NULL,108,283
Lacey 40,340,TH,NULL,99,215
Lacey 41,341,TH,NULL,82,169
Lacey 42,342,TH,NULL,22,59
Lacey 43,343,TH,NULL,106,191
Lacey 44,344,TH,NULL,24,83
Lacey 45,345,TH,NULL,46,86
Lacey 46,346,TH,NULL,159,432
Lacey 47,347,TH,NULL,84,341
Lacey 48,348,TH,NULL,64,115
Lacey 49,349,TH,NULL,26,129
Tumwater 01,401,TH,NULL,58,139
Tumwater 02,402,TH,NULL,66,181
Tumwater 03,403,TH,NULL,74,212
Tumwater 04,404,TH,NULL,59,111
Tumwater 05,405,TH,NULL,72,138
Tumwater 06,406,TH,NULL,123,314
Tumwater 07,407,TH,NULL,56,155
Tumwater 08,408,TH,NULL,92,208
Tumwater 09,409,TH,NULL,36,148
Tumwater 10,410,TH,NULL,96,241
Tumwater 11,411,TH,NULL,82,308
Tumwater 12,412,TH,NULL,69,193
Tumwater 13,413,TH,NULL,23,84
Tumwater 14,414,TH,NULL,33,95
Tumwater 15,415,TH,NULL,99,213
Tumwater 24,424,TH,NULL,56,141
Tumwater 27,427,TH,NULL,93,177
Tumwater 28,428,TH,NULL,75,289
Tumwater 29,429,TH,NULL,0,0
Tenino 01,501,TH,NULL,56,109
Tenino 02,502,TH,NULL,47,132
Rainier 01,601,TH,NULL,62,131
Rainier 02,602,TH,NULL,48,115
Yelm 1,701,TH,NULL,74,157
Yelm 2,702,TH,NULL,84,165
Yelm 3,703,TH,NULL,76,206
Yelm 4,704,TH,NULL,94,199
Bucoda,801,TH,NULL,26,99
