Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
OMAK #23,215,OK,NULL,6,16
OMAK #24,216,OK,NULL,15,19
OKANOGAN #5,217,OK,NULL,5,32
OKANOGAN #6,218,OK,NULL,7,39
OKANOGAN #7,219,OK,NULL,8,10
OKANOGAN #8,220,OK,NULL,8,27
OKANOGAN #9,221,OK,NULL,10,25
OKANOGAN #10,222,OK,NULL,4,42
OKANOGAN #11,223,OK,NULL,9,28
OKANOGAN #12,224,OK,NULL,6,18
OKANOGAN #13,225,OK,NULL,3,18
AVIATION,226,OK,NULL,12,18
SUNSET LAKES,236,OK,NULL,3,9
FLATS,237,OK,NULL,11,15
